Extraction_Method,Protein_Symbol,Gene_Symbol,Score,Mass,Num_Significant_Matches,Num_Significant_Sequences,Num_Unique_Sequences,Protein_Name
PBS,DESM_MOUSE,DESM,20840,53522,749,33,28,Desmin
PBS,DHRS3_MOUSE,DHRS3,27,34030,1,1,1,Short-chain dehydrogenase/reductase 3
PBS,DHSD_MOUSE,DHSD,29,17288,1,1,1,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
PBS,DICER_MOUSE,DICER,136,219420,11,1,1,Endoribonuclease Dicer
PBS,DIEXF_MOUSE,DIEXF,24,89162,1,1,1,Digestive organ expansion factor homolog
PBS,DJB11_MOUSE,DJB11,38,40815,1,1,1,DnaJ homolog subfamily B member 11
PBS,DJC11_MOUSE,DJC11,55,63536,3,2,2,DnaJ homolog subfamily C member 11
PBS,DKC1_MOUSE,DKC1,56,57821,2,1,1,H/ACA ribonucleoprotein complex subunit 4
PBS,DLDH_MOUSE,DLDH,1966,54751,102,8,8,"Dihydrolipoyl dehydrogenase, mitochondrial"
PBS,DMD_MOUSE,DMD,1867,427676,79,13,13,Dystrophin
PBS,DMPK_MOUSE,DMPK,20,70241,1,1,1,Myotonin-protein kinase
PBS,DNJA2_MOUSE,DNJA2,33,46344,2,1,1,DnaJ homolog subfamily A member 2
PBS,DNJA3_MOUSE,DNJA3,66,53095,6,2,2,"DnaJ homolog subfamily A member 3, mitochondrial"
PBS,DNJC8_MOUSE,DNJC8,24,29794,1,1,1,DnaJ homolog subfamily C member 8
PBS,DNM1L_MOUSE,DNM1L,55,83120,2,1,1,Dynamin-1-like protein
PBS,DNM3B_MOUSE,DNM3B,23,98592,1,1,1,DNA (cytosine-5)-methyltransferase 3B
PBS,DPYL2_MOUSE,DPYL2,31,62638,1,1,1,Dihydropyrimidinase-related protein 2
PBS,DRS7C_MOUSE,DRS7C,1776,34958,74,10,10,Dehydrogenase/reductase SDR family member 7C
PBS,DTNA_MOUSE,DTNA,240,84812,12,2,2,Dystrobrevin alpha
PBS,DUPD1_MOUSE,DUPD1,38,24405,3,1,1,Dual specificity phosphatase DUPD1
PBS,DUS3_MOUSE,DUS3,70,20687,6,1,1,Dual specificity protein phosphatase 3
PBS,DX39A_MOUSE,DX39A,29,49549,2,1,1,ATP-dependent RNA helicase DDX39A
PBS,DYHC1_MOUSE,DYHC1,536,534447,28,8,8,Cytoplasmic dynein 1 heavy chain 1
PBS,DYL1_MOUSE,DYL1,266,10530,10,1,1,"Dynein light chain 1, cytoplasmic"
PBS,DYSF_MOUSE,DYSF,2695,240040,115,21,21,Dysferlin
PBS,ECHA_MOUSE,ECHA,8838,83302,354,30,30,"Trifunctional enzyme subunit alpha, mitochondrial"
PBS,ECHB_MOUSE,ECHB,5142,51639,230,14,14,"Trifunctional enzyme subunit beta, mitochondrial"
PBS,ECI1_MOUSE,ECI1,254,32515,15,2,2,"Enoyl-CoA delta isomerase 1, mitochondrial"
PBS,ECM29_MOUSE,ECM29,50,205398,3,1,1,Proteasome adapter and scaffold protein ECM29
PBS,EF1A1_MOUSE,EF1A1,3438,50424,144,10,2,Elongation factor 1-alpha 1
PBS,EF1A2_MOUSE,EF1A2,5695,50764,255,14,6,Elongation factor 1-alpha 2
PBS,EF1D_MOUSE,EF1D,43,31388,5,1,1,Elongation factor 1-delta
PBS,EF1G_MOUSE,EF1G,737,50371,61,9,9,Elongation factor 1-gamma
PBS,EF2_MOUSE,EF2,1886,96222,111,14,14,Elongation factor 2
PBS,EFTU_MOUSE,EFTU,470,49876,21,5,5,"Elongation factor Tu, mitochondrial"
PBS,EH1L1_MOUSE,EH1L1,79,185634,5,1,1,EH domain-binding protein 1-like protein 1
PBS,EHD2_MOUSE,EHD2,1133,61307,49,8,8,EH domain-containing protein 2
PBS,ENOA_MOUSE,ENOA,18427,47453,605,14,8,Alpha-enolase
PBS,ENOB_MOUSE,ENOB,29179,47337,1041,25,18,Beta-enolase
PBS,ENOG_MOUSE,ENOG,13462,47609,448,9,2,Gamma-enolase
PBS,ENTP2_MOUSE,ENTP2,165,54912,7,2,2,Ectonucleoside triphosphate diphosphohydrolase 2
PBS,ERCC5_MOUSE,ERCC5,35,131603,5,1,1,DNA repair protein complementing XP-G cells homolog
PBS,ES1_MOUSE,ES1,142,28415,15,3,3,"ES1 protein homolog, mitochondrial"
PBS,ESTD_MOUSE,ESTD,325,31870,12,2,2,S-formylglutathione hydrolase
PBS,ESYT1_MOUSE,ESYT1,160,121707,5,2,2,Extended synaptotagmin-1
PBS,ETFA_MOUSE,ETFA,859,35330,45,8,8,"Electron transfer flavoprotein subunit alpha, mitochondrial"
PBS,ETFB_MOUSE,ETFB,1319,27834,46,8,8,Electron transfer flavoprotein subunit beta
PBS,ETFD_MOUSE,ETFD,928,68903,69,9,9,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
PBS,EX3L1_MOUSE,EX3L1,29,81838,1,1,1,Exocyst complex component 3-like protein
PBS,EXOC4_MOUSE,EXOC4,40,111273,6,1,1,Exocyst complex component 4
PBS,EZRI_MOUSE,EZRI,29,69478,2,1,1,Ezrin
PBS,F162A_MOUSE,F162A,100,17884,10,4,4,Protein FAM162A
PBS,F170B_MOUSE,F170B,21,44366,1,1,1,Protein FAM170B
PBS,FABP4_MOUSE,FABP4,399,14755,21,2,2,"Fatty acid-binding protein, adipocyte"
PBS,FABPH_MOUSE,FABPH,665,14810,42,4,4,"Fatty acid-binding protein, heart"
PBS,FBN1_MOUSE,FBN1,22176,332668,1240,92,88,Fibrillin-1
PBS,FBN2_MOUSE,FBN2,592,334300,56,7,3,Fibrillin-2
PBS,FBRL_MOUSE,FBRL,52,34400,2,1,1,rRNA 2'-O-methyltransferase fibrillarin
PBS,FETUA_MOUSE,FETUA,61,38100,4,3,3,Alpha-2-HS-glycoprotein
PBS,FGF16_MOUSE,FGF16,38,23877,7,1,1,Fibroblast growth factor 16
PBS,FHL1_MOUSE,FHL1,3510,33806,202,16,16,Four and a half LIM domains protein 1
PBS,FHL3_MOUSE,FHL3,166,33769,12,5,5,Four and a half LIM domains protein 3
PBS,FIBA_MOUSE,FIBA,52,88117,3,2,2,Fibrinogen alpha chain
PBS,FIBB_MOUSE,FIBB,63,55402,8,4,4,Fibrinogen beta chain
PBS,FIBG_MOUSE,FIBG,328,50044,18,3,3,Fibrinogen gamma chain
PBS,FILA2_MOUSE,FILA2,87,253504,12,2,2,Filaggrin-2
PBS,FINC_MOUSE,FINC,121,276017,10,6,6,Fibronectin
PBS,FITM1_MOUSE,FITM1,2016,32715,101,7,7,Fat storage-inducing transmembrane protein 1
PBS,FLNA_MOUSE,FLNA,1309,283897,70,7,2,Filamin-A
PBS,FLNC_MOUSE,FLNC,16737,293560,835,74,69,Filamin-C
PBS,FMOD_MOUSE,FMOD,5623,43427,254,9,9,Fibromodulin
PBS,FN3K_MOUSE,FN3K,111,35238,7,1,1,Fructosamine-3-kinase
PBS,FRIH_MOUSE,FRIH,41,21224,2,2,2,Ferritin heavy chain
PBS,FRIL1_MOUSE,FRIL1,93,20847,3,1,1,Ferritin light chain 1
PBS,FSD2_MOUSE,FSD2,34,79985,1,1,1,Fibronectin type III and SPRY domain-containing protein 2
PBS,FUMH_MOUSE,FUMH,901,54550,53,6,6,"Fumarate hydratase, mitochondrial"
PBS,FXR1_MOUSE,FXR1,533,76517,20,2,2,Fragile X mental retardation syndrome-related protein 1
PBS,G3P_MOUSE,G3P,28492,36072,1119,19,19,Glyceraldehyde-3-phosphate dehydrogenase
PBS,G45IP_MOUSE,G45IP,24,25861,2,1,1,Growth arrest and DNA damage-inducible proteins-interacting protein 1
PBS,G6PI_MOUSE,G6PI,2068,62955,143,16,16,Glucose-6-phosphate isomerase
PBS,GA2L1_MOUSE,GA2L1,36,72937,5,1,1,GAS2-like protein 1
PBS,GABP2_MOUSE,GABP2,38,45630,5,1,1,GA-binding protein subunit beta-2
PBS,GBB1_MOUSE,GBB1,134,38151,9,2,2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
PBS,GCAA_MOUSE,GCAA,43,36936,2,2,2,"Ig gamma-2A chain C region, A allele"
PBS,GDIB_MOUSE,GDIB,281,51018,10,2,2,Rab GDP dissociation inhibitor beta
PBS,GDIR1_MOUSE,GDIR1,58,23450,4,1,1,Rho GDP-dissociation inhibitor 1
PBS,GELS_MOUSE,GELS,24,86287,3,3,3,Gelsolin
PBS,GEPH_MOUSE,GEPH,25,83971,1,1,1,Gephyrin
PBS,GFRA4_MOUSE,GFRA4,25,29283,1,1,1,GDNF family receptor alpha-4
PBS,GLYG_MOUSE,GLYG,412,37606,17,4,4,Glycogenin-1
PBS,GNAL_MOUSE,GNAL,57,44794,2,1,1,Guanine nucleotide-binding protein G(olf) subunit alpha
PBS,GNPI2_MOUSE,GNPI2,20,31292,1,1,1,Glucosamine-6-phosphate isomerase 2
PBS,GOT1B_MOUSE,GOT1B,78,15411,3,1,1,Vesicle transport protein GOT1B
PBS,GPDA_MOUSE,GPDA,1459,38176,72,9,9,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
PBS,GPDM_MOUSE,GPDM,874,81416,48,12,12,"Glycerol-3-phosphate dehydrogenase, mitochondrial"
PBS,GPX4_MOUSE,GPX4,79,22925,6,1,1,Phospholipid hydroperoxide glutathione peroxidase
PBS,GRIK1_MOUSE,GRIK1,35,95768,1,1,1,"Glutamate receptor ionotropic, kainate 1"
PBS,GRP75_MOUSE,GRP75,510,73701,37,8,8,"Stress-70 protein, mitochondrial"
PBS,GSHB_MOUSE,GSHB,56,52442,3,1,1,Glutathione synthetase
PBS,GSTM1_MOUSE,GSTM1,661,26067,26,3,1,Glutathione S-transferase Mu 1
PBS,GSTM2_MOUSE,GSTM2,496,25871,19,3,1,Glutathione S-transferase Mu 2
PBS,GSTM5_MOUSE,GSTM5,196,27016,7,2,1,Glutathione S-transferase Mu 5
PBS,GSTP1_MOUSE,GSTP1,94,23765,5,3,3,Glutathione S-transferase P 1
PBS,GTR4_MOUSE,GTR4,97,54948,6,2,2,"Solute carrier family 2, facilitated glucose transporter member 4"
PBS,GYS1_MOUSE,GYS1,2534,84672,111,9,9,"Glycogen [starch] synthase, muscle"
PBS,H10_MOUSE,H10,1968,20848,102,5,5,Histone H1.0
PBS,H12_MOUSE,H12,1987,21254,135,11,5,Histone H1.2
PBS,H14_MOUSE,H14,2198,21964,121,8,2,Histone H1.4
PBS,H2A2B_MOUSE,H2A2B,2427,14005,98,5,2,Histone H2A type 2-B
PBS,H2AJ_MOUSE,H2AJ,1816,14037,107,6,2,Histone H2A.J
PBS,H2AV_MOUSE,H2AV,968,13501,66,4,2,Histone H2A.V
PBS,H2AY_MOUSE,H2AY,533,39882,27,4,4,Core histone macro-H2A.1
PBS,H2B1B_MOUSE,H2B1B,4478,13944,158,8,8,Histone H2B type 1-B
PBS,H31_MOUSE,H31,1270,15509,81,6,1,Histone H3.1
PBS,H32_MOUSE,H32,2378,15436,104,6,1,Histone H3.2
PBS,H3C_MOUSE,H3C,3039,15363,118,8,3,Histone H3.3C
PBS,H4_MOUSE,H4,3661,11360,184,8,8,Histone H4
PBS,HBA_MOUSE,HBA,867,15133,63,7,7,Hemoglobin subunit alpha
PBS,HBB1_MOUSE,HBB1,3986,15944,187,11,5,Hemoglobin subunit beta-1
PBS,HBB2_MOUSE,HBB2,1966,15982,128,9,3,Hemoglobin subunit beta-2
PBS,HCD2_MOUSE,HCD2,213,27516,14,4,4,3-hydroxyacyl-CoA dehydrogenase type-2
PBS,HCDH_MOUSE,HCDH,631,34613,28,3,3,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
PBS,HEMO_MOUSE,HEMO,137,52026,10,5,5,Hemopexin
PBS,HHATL_MOUSE,HHATL,4867,57021,252,14,14,Protein-cysteine N-palmitoyltransferase HHAT-like protein
PBS,HIP1_MOUSE,HIP1,31,116100,3,1,1,Huntingtin-interacting protein 1
PBS,HMGB1_MOUSE,HMGB1,26,25049,1,1,1,High mobility group protein B1
PBS,HNRPK_MOUSE,HNRPK,226,51230,16,4,4,Heterogeneous nuclear ribonucleoprotein K
PBS,HNRPQ_MOUSE,HNRPQ,25,69818,1,1,1,Heterogeneous nuclear ribonucleoprotein Q
PBS,HNRPU_MOUSE,HNRPU,241,88661,15,3,3,Heterogeneous nuclear ribonucleoprotein U
PBS,HP1B3_MOUSE,HP1B3,93,61057,3,2,2,Heterochromatin protein 1-binding protein 3
PBS,HS90B_MOUSE,HS90B,2406,83571,156,18,18,Heat shock protein HSP 90-beta
PBS,HSP7C_MOUSE,HSP7C,6217,71055,307,23,21,Heat shock cognate 71 kDa protein
PBS,HSPB1_MOUSE,HSPB1,450,23057,33,7,7,Heat shock protein beta-1
PBS,HSPB6_MOUSE,HSPB6,179,17567,15,3,3,Heat shock protein beta-6
PBS,HSPB7_MOUSE,HSPB7,188,18680,7,2,2,Heat shock protein beta-7
PBS,HSPB8_MOUSE,HSPB8,33,21691,1,1,1,Heat shock protein beta-8
PBS,HXK2_MOUSE,HXK2,784,103951,47,10,10,Hexokinase-2
PBS,HYDIN_MOUSE,HYDIN,31,586685,2,1,1,Hydrocephalus-inducing protein
PBS,IDH3A_MOUSE,IDH3A,2632,40069,139,12,12,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
PBS,IDHG1_MOUSE,IDHG1,983,43157,76,9,9,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial"
PBS,IDHP_MOUSE,IDHP,1505,51330,112,14,14,"Isocitrate dehydrogenase [NADP], mitochondrial"
PBS,IF4A2_MOUSE,IF4A2,77,46601,5,4,4,Eukaryotic initiation factor 4A-II
PBS,IF5A1_MOUSE,IF5A1,276,17049,17,3,3,Eukaryotic translation initiation factor 5A-1
PBS,IFIH1_MOUSE,IFIH1,21,117209,1,1,1,Interferon-induced helicase C domain-containing protein 1
PBS,IGFN1_MOUSE,IGFN1,27,306493,1,1,1,Immunoglobulin-like and fibronectin type III domain-containing protein 1
PBS,IGH1M_MOUSE,IGH1M,44,44043,3,1,1,"Ig gamma-1 chain C region, membrane-bound form"
PBS,IGKC_MOUSE,IGKC,36,12098,2,1,1,Immunoglobulin kappa constant
PBS,IMB1_MOUSE,IMB1,199,98377,9,1,1,Importin subunit beta-1
PBS,IQUB_MOUSE,IQUB,25,92756,1,1,1,IQ and ubiquitin-like domain-containing protein
PBS,IRGM1_MOUSE,IRGM1,49,47092,5,2,2,Immunity-related GTPase family M protein 1
PBS,ITIH1_MOUSE,ITIH1,51,101460,3,2,2,Inter-alpha-trypsin inhibitor heavy chain H1
PBS,ITIH2_MOUSE,ITIH2,34,106261,1,1,1,Inter-alpha-trypsin inhibitor heavy chain H2
PBS,ITIH3_MOUSE,ITIH3,85,99638,3,3,3,Inter-alpha-trypsin inhibitor heavy chain H3
PBS,ITIH5_MOUSE,ITIH5,44,107139,2,1,1,Inter-alpha-trypsin inhibitor heavy chain H5
PBS,IVD_MOUSE,IVD,39,46695,2,1,1,"Isovaleryl-CoA dehydrogenase, mitochondrial"
PBS,JAM3_MOUSE,JAM3,45,35386,7,1,1,Junctional adhesion molecule C
PBS,JPH1_MOUSE,JPH1,249,72374,23,8,8,Junctophilin-1
PBS,JPH2_MOUSE,JPH2,812,74818,54,9,9,Junctophilin-2
PBS,JSPR1_MOUSE,JSPR1,1731,36242,80,8,8,Junctional sarcoplasmic reticulum protein 1
PBS,K1C10_MOUSE,K1C10,279,57906,14,6,2,"Keratin, type I cytoskeletal 10"
PBS,K1C15_MOUSE,K1C15,148,49278,12,5,1,"Keratin, type I cytoskeletal 15"
PBS,K1C17_MOUSE,K1C17,179,48417,10,4,1,"Keratin, type I cytoskeletal 17"
PBS,K1C19_MOUSE,K1C19,132,44515,11,4,1,"Keratin, type I cytoskeletal 19"
PBS,K22O_MOUSE,K22O,140,63319,8,3,1,"Keratin, type II cytoskeletal 2 oral"
PBS,K2C4_MOUSE,K2C4,135,56590,8,3,1,"Keratin, type II cytoskeletal 4"
PBS,KAD1_MOUSE,KAD1,5295,21640,214,12,12,Adenylate kinase isoenzyme 1
PBS,KAT2B_MOUSE,KAT2B,53,92680,4,1,1,Histone acetyltransferase KAT2B
PBS,KCC2A_MOUSE,KCC2A,2386,54651,117,6,5,Calcium/calmodulin-dependent protein kinase type II subunit alpha
PBS,KCC2G_MOUSE,KCC2G,248,60254,19,7,6,Calcium/calmodulin-dependent protein kinase type II subunit gamma
PBS,KCJ11_MOUSE,KCJ11,95,43933,2,1,1,ATP-sensitive inward rectifier potassium channel 11
PBS,KCNA5_MOUSE,KCNA5,20,67222,1,1,1,Potassium voltage-gated channel subfamily A member 5
PBS,KCNV2_MOUSE,KCNV2,20,65332,1,1,1,Potassium voltage-gated channel subfamily V member 2
PBS,KCRM_MOUSE,KCRM,55087,43246,2033,29,10,Creatine kinase M-type
PBS,KCRS_MOUSE,KCRS,15307,47899,641,21,21,"Creatine kinase S-type, mitochondrial"
PBS,KERA_MOUSE,KERA,459,40777,29,6,6,Keratocan
PBS,KIF14_MOUSE,KIF14,20,188439,1,1,1,Kinesin-like protein KIF14
PBS,KIF15_MOUSE,KIF15,23,161104,2,1,1,Kinesin-like protein KIF15
PBS,KIF19_MOUSE,KIF19,39,112061,2,1,1,Kinesin-like protein KIF19
PBS,KINH_MOUSE,KINH,23,110225,1,1,1,Kinesin-1 heavy chain
PBS,KLH40_MOUSE,KLH40,2845,70400,118,11,11,Kelch-like protein 40
PBS,KLH41_MOUSE,KLH41,3697,68945,176,16,16,Kelch-like protein 41
PBS,KNG1_MOUSE,KNG1,32,74140,1,1,1,Kininogen-1
PBS,KPB1_MOUSE,KPB1,1350,139877,84,11,11,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform"
PBS,KPBB_MOUSE,KPBB,1408,124951,56,11,11,Phosphorylase b kinase regulatory subunit beta
PBS,KPYM_MOUSE,KPYM,17956,58378,725,29,29,Pyruvate kinase PKM
PBS,KR192_MOUSE,KR192,21,14128,1,1,1,Keratin-associated protein 19-2
PBS,KRT34_MOUSE,KRT34,2968,46185,131,13,2,"Keratin, type I cuticular Ha4"
PBS,KRT81_MOUSE,KRT81,2231,54653,122,21,4,"Keratin, type II cuticular Hb1"
PBS,KRT84_MOUSE,KRT84,35,65798,2,2,1,"Keratin, type II cuticular Hb4"
PBS,KRT85_MOUSE,KRT85,1450,57377,86,13,1,"Keratin, type II cuticular Hb5"
PBS,KRT87_MOUSE,KRT87,2048,56190,115,19,2,"Keratin, type II cuticular 87"
PBS,KT33A_MOUSE,KT33A,3100,47704,132,13,3,"Keratin, type I cuticular Ha3-I"
PBS,KT33B_MOUSE,KT33B,2319,47488,98,9,1,"Keratin, type I cuticular Ha3-II"
PBS,LAMA2_MOUSE,LAMA2,3190,352831,200,39,39,Laminin subunit alpha-2
PBS,LAMA3_MOUSE,LAMA3,26,375058,1,1,1,Laminin subunit alpha-3
PBS,LAMA4_MOUSE,LAMA4,26,204372,1,1,1,Laminin subunit alpha-4
PBS,LAMA5_MOUSE,LAMA5,510,416165,20,4,4,Laminin subunit alpha-5
PBS,LAMB1_MOUSE,LAMB1,917,204203,36,9,8,Laminin subunit beta-1
PBS,LAMB2_MOUSE,LAMB2,3558,203579,225,31,30,Laminin subunit beta-2
PBS,LAMC1_MOUSE,LAMC1,2324,182830,132,25,25,Laminin subunit gamma-1
PBS,LAP2A_MOUSE,LAP2A,63,75807,4,2,2,"Lamina-associated polypeptide 2, isoforms alpha/zeta"
PBS,LDB3_MOUSE,LDB3,7318,77581,388,19,19,LIM domain-binding protein 3
PBS,LDHA_MOUSE,LDHA,7684,36817,350,17,16,L-lactate dehydrogenase A chain
PBS,LDHB_MOUSE,LDHB,1421,36834,50,5,4,L-lactate dehydrogenase B chain
PBS,LEG1_MOUSE,LEG1,220,15198,13,3,3,Galectin-1
PBS,LETM1_MOUSE,LETM1,36,83621,3,1,1,Mitochondrial proton/calcium exchanger protein
PBS,LGUL_MOUSE,LGUL,119,20967,11,2,2,Lactoylglutathione lyase
PBS,LMCD1_MOUSE,LMCD1,21,42167,1,1,1,LIM and cysteine-rich domains protein 1
PBS,LMNA_MOUSE,LMNA,3421,74478,182,27,26,Prelamin-A/C
PBS,LMNB1_MOUSE,LMNB1,117,66973,9,3,2,Lamin-B1
PBS,LNP_MOUSE,LNP,66,47755,2,2,2,Endoplasmic reticulum junction formation protein lunapark
PBS,LPPRC_MOUSE,LPPRC,21,157770,1,1,1,"Leucine-rich PPR motif-containing protein, mitochondrial"
PBS,LRC59_MOUSE,LRC59,28,35312,1,1,1,Leucine-rich repeat-containing protein 59
PBS,LRP4_MOUSE,LRP4,36,217121,2,1,1,Low-density lipoprotein receptor-related protein 4
PBS,LUM_MOUSE,LUM,498,38640,37,8,8,Lumican
PBS,LYRIC_MOUSE,LYRIC,109,63922,6,2,2,Protein LYRIC
PBS,M2OM_MOUSE,M2OM,2977,34304,162,13,13,Mitochondrial 2-oxoglutarate/malate carrier protein
PBS,MA2A2_MOUSE,MA2A2,47,131251,4,3,3,Alpha-mannosidase 2x
PBS,MACD1_MOUSE,MACD1,1329,35843,35,5,5,O-acetyl-ADP-ribose deacetylase MACROD1
PBS,MAON_MOUSE,MAON,167,67683,9,2,2,"NADP-dependent malic enzyme, mitochondrial"
PBS,MAP4_MOUSE,MAP4,147,117927,9,4,4,Microtubule-associated protein 4
PBS,MAVS_MOUSE,MAVS,30,53822,3,3,3,Mitochondrial antiviral-signaling protein
PBS,MBOA7_MOUSE,MBOA7,25,54085,1,1,1,Lysophospholipid acyltransferase 7
PBS,MBP_MOUSE,MBP,1340,27151,125,4,4,Myelin basic protein
PBS,MCAT_MOUSE,MCAT,112,33347,8,2,2,Mitochondrial carnitine/acylcarnitine carrier protein
PBS,MCCA_MOUSE,MCCA,34,79692,2,2,2,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial"
PBS,MCPT4_MOUSE,MCPT4,477,27528,26,5,5,Mast cell protease 4
PBS,MCU_MOUSE,MCU,96,39999,6,2,2,"Calcium uniporter protein, mitochondrial"
PBS,MDHC_MOUSE,MDHC,2526,36659,112,9,9,"Malate dehydrogenase, cytoplasmic"
PBS,MDHM_MOUSE,MDHM,11219,36045,442,17,17,"Malate dehydrogenase, mitochondrial"
PBS,MECP2_MOUSE,MECP2,25,52447,1,1,1,Methyl-CpG-binding protein 2
PBS,MELPH_MOUSE,MELPH,21,65811,2,1,1,Melanophilin
PBS,MFAP2_MOUSE,MFAP2,159,21363,14,1,1,Microfibrillar-associated protein 2
PBS,MFAP4_MOUSE,MFAP4,66,29261,1,1,1,Microfibril-associated glycoprotein 4
PBS,MFAP5_MOUSE,MFAP5,133,18982,9,1,1,Microfibrillar-associated protein 5
PBS,MGST3_MOUSE,MGST3,1582,17118,37,3,3,Microsomal glutathione S-transferase 3
PBS,MIC13_MOUSE,MIC13,31,13422,1,1,1,MIC complex subunit MIC13
PBS,MIC19_MOUSE,MIC19,1235,26546,30,3,3,MIC complex subunit Mic19
PBS,MIC26_MOUSE,MIC26,375,22704,21,3,3,MIC complex subunit Mic26
PBS,MIC60_MOUSE,MIC60,1983,84247,109,14,14,MIC complex subunit Mic60
PBS,MIF_MOUSE,MIF,161,12667,15,1,1,Macrophage migration inhibitory factor
PBS,MIME_MOUSE,MIME,3712,34333,102,9,9,Mimecan
PBS,MLRS_MOUSE,MLRS,17345,19057,805,18,18,"Myosin regulatory light chain 2, skeletal muscle isoform"
PBS,MLRV_MOUSE,MLRV,480,18852,49,6,6,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform"
PBS,MMSA_MOUSE,MMSA,41,58335,3,1,1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
PBS,MO2R3_MOUSE,MO2R3,38,34116,3,1,1,Cell surface glycoprotein CD200 receptor 3
PBS,MOT4_MOUSE,MOT4,164,50968,12,2,2,Monocarboxylate transporter 4
PBS,MPC1_MOUSE,MPC1,1130,12617,44,2,2,Mitochondrial pyruvate carrier 1
PBS,MPC2_MOUSE,MPC2,363,14334,24,4,4,Mitochondrial pyruvate carrier 2
PBS,MPCP_MOUSE,MPCP,4251,40063,226,12,12,"Phosphate carrier protein, mitochondrial"
PBS,MPPA_MOUSE,MPPA,685,58755,15,1,1,Mitochondrial-processing peptidase subunit alpha
PBS,MRO2A_MOUSE,MRO2A,27,192112,2,1,1,Maestro heat-like repeat-containing protein family member 2A
PBS,MTCH2_MOUSE,MTCH2,929,34104,61,7,7,Mitochondrial carrier homolog 2
PBS,MTMR6_MOUSE,MTMR6,20,71914,1,1,1,Myotubularin-related protein 6
PBS,MTMRB_MOUSE,MTMRB,33,79145,1,1,1,Myotubularin-related protein 11
PBS,MY18A_MOUSE,MY18A,182,233637,7,3,3,Unconventional myosin-XVIIIa
PBS,MYBPH_MOUSE,MYBPH,3374,53065,154,11,11,Myosin-binding protein H
PBS,MYBPP_MOUSE,MYBPP,62,106785,5,1,1,MYCBP-associated protein
PBS,MYG_MOUSE,MYG,1849,17116,101,7,7,Myoglobin
PBS,MYH1_MOUSE,MYH1,347989,224116,12871,188,40,Myosin-1
PBS,MYH11_MOUSE,MYH11,5185,227743,242,20,15,Myosin-11
PBS,MYH3_MOUSE,MYH3,100593,224736,4469,72,7,Myosin-3
PBS,MYH4_MOUSE,MYH4,638227,223632,20760,205,56,Myosin-4
PBS,MYH7_MOUSE,MYH7,123374,223539,4951,135,84,Myosin-7
PBS,MYH7B_MOUSE,MYH7B,17267,222501,786,19,1,Myosin-7B
PBS,MYH8_MOUSE,MYH8,294055,223653,10718,140,14,Myosin-8
PBS,MYH9_MOUSE,MYH9,3685,227429,176,11,7,Myosin-9
PBS,MYL1_MOUSE,MYL1,23014,20695,923,18,14,"Myosin light chain 1/3, skeletal muscle isoform"
PBS,MYL3_MOUSE,MYL3,9234,22521,436,12,8,Myosin light chain 3
PBS,MYL4_MOUSE,MYL4,1202,21260,46,3,1,Myosin light chain 4
PBS,MYLK2_MOUSE,MYLK2,295,66633,29,4,4,"Myosin light chain kinase 2, skeletal/cardiac muscle"
PBS,MYO1C_MOUSE,MYO1C,300,122723,14,3,2,Unconventional myosin-Ic
PBS,MYOC_MOUSE,MYOC,36,55622,2,2,2,Myocilin
PBS,MYOM1_MOUSE,MYOM1,26858,186546,1353,83,83,Myomesin-1
PBS,MYOM3_MOUSE,MYOM3,2315,162761,100,23,23,Myomesin-3
PBS,MYOTI_MOUSE,MYOTI,3092,55738,214,17,17,Myotilin
PBS,MYOZ1_MOUSE,MYOZ1,10609,31438,457,13,13,Myozenin-1
PBS,MYOZ2_MOUSE,MYOZ2,407,29800,23,4,4,Myozenin-2
PBS,MYOZ3_MOUSE,MYOZ3,1371,27022,70,6,6,Myozenin-3
PBS,MYP0_MOUSE,MYP0,7481,27775,361,9,9,Myelin protein P0
PBS,MYPC2_MOUSE,MYPC2,55850,128128,2336,70,70,"Myosin-binding protein C, fast-type"
PBS,MYPN_MOUSE,MYPN,47,145222,5,3,3,Myopalladin
PBS,NACAM_MOUSE,NACAM,266,221277,21,9,9,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"
PBS,NAR1_MOUSE,NAR1,49,36331,2,1,1,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1
PBS,NB5R1_MOUSE,NB5R1,102,34284,7,3,3,NADH-cytochrome b5 reductase 1
PBS,NB5R3_MOUSE,NB5R3,103,34334,7,4,4,NADH-cytochrome b5 reductase 3
PBS,NCAM1_MOUSE,NCAM1,22,120152,1,1,1,Neural cell adhesion molecule 1
PBS,NCLN_MOUSE,NCLN,82,63097,6,2,2,Nicalin
