Protein,N_Studies,N_Tissues,Matrisome_Category,Matrisome_Division,Shannon_Entropy,Variance_Entropy_CV,Predictability_Score,Aging_Direction,Entropy_Transition,Mean_Zscore_Delta,N_Observations,Shannon_Entropy_Young,Shannon_Entropy_Old,Conditional_Entropy_Delta,Entropy_Cluster
Serpinb6a,6,10,ECM Regulators,Matrisome-associated,3.746424994373019,0.3146735282329161,0.8,increase,0.01576945301948779,0.6672043002207609,10,2.691868959680458,2.673574127460759,0.018294832219698964,4
Lama5,6,10,ECM Glycoproteins,Core matrisome,3.762979487925292,0.39474412300680667,0.8,increase,0.002829041399098675,0.41342271663083024,10,2.757660753734395,2.704323644961875,0.05333710877251985,4
Hcfc1,5,6,Secreted Factors,Matrisome-associated,3.2999194406292145,0.24319292894703737,0.8333333333333334,decrease,0.004219178118886557,-0.28281258829827355,6,2.2930078190599863,2.2931531186781364,0.00014529961815012982,2
Serpinf2,5,8,ECM Regulators,Matrisome-associated,3.3785724776672486,0.2737271294285428,0.625,increase,0.008440875781230261,0.2425644511946584,8,2.3632076563797186,2.3079472927224467,0.05526036365727194,3
Lamb2,6,10,ECM Glycoproteins,Core matrisome,3.685243780136842,0.3724825856620974,1.0,increase,0.0029936361810167234,0.5250820233067846,10,2.66368983121216,2.6581356127228912,0.005554218489268958,4
Pcolce,5,8,ECM Glycoproteins,Core matrisome,3.4890891642305277,0.2663839882475739,0.875,decrease,0.029621034201674612,-1.9387699744207274,8,2.347268609147168,2.3594506951835563,0.012182086036388373,4
Ecm1,5,8,ECM Glycoproteins,Core matrisome,3.3906047295646324,0.3307185942644959,0.75,decrease,0.000478174113113794,-0.19460647207416115,8,2.3968097210163886,2.3780388483949366,0.01877087262145194,4
Fbn1,5,8,ECM Glycoproteins,Core matrisome,3.3184949478352457,0.346766824945346,0.625,decrease,0.00029477914020847873,-0.2674247844540447,8,2.3262498697380156,2.2445693930259014,0.0816804767121142,3
Itih2,5,6,ECM Regulators,Matrisome-associated,3.227402942593142,0.18506884469660012,0.6666666666666666,increase,0.008489673624499733,0.7167602350421475,6,2.2179592219498696,2.221496720825221,0.0035374988753513747,3
A2m,2,3,ECM Regulators,Matrisome-associated,2.237963337589395,0.16036358616580135,1.0,increase,0.0021503642416547675,1.0819594399865347,3,1.1921609665388901,1.1785149597392837,0.01364600679960648,2
Ogn,5,8,Proteoglycans,Core matrisome,3.356912772927408,0.30879464983743954,0.625,increase,0.0035239573620322595,0.15835913428918968,8,2.340894907020199,2.352988836616967,0.012093929596768138,3
Vcan,5,6,Proteoglycans,Core matrisome,3.119796393835261,0.24760452787095877,0.6666666666666666,increase,0.004545110074042402,0.02295306376238888,6,2.117464664663317,2.063747445744914,0.053717218918402754,3
Sema3c,2,4,ECM-affiliated Proteins,Matrisome-associated,2.2492027941062736,0.40889869608909757,1.0,increase,0.012041677974179876,1.118024967221209,4,1.1792411449369287,1.1872478289425312,0.00800668400560256,4
Fstl1,2,3,Secreted Factors,Matrisome-associated,2.4761712610553923,0.0316733762443669,0.6666666666666666,decrease,0.0028865970030797494,-0.4297672403133909,3,1.4686395420687186,1.4620934514922532,0.00654609057646538,2
Cstb,5,9,ECM Regulators,Matrisome-associated,3.51897761113713,0.3747536175299811,0.5555555555555556,increase,0.013031557285462458,0.4363320616480055,9,2.4795761528347353,2.4852253043489188,0.005649151514183437,4
Col4a5,2,2,Collagens,Core matrisome,1.5369748706635629,0.13727232361070194,1.0,increase,0.01032597599350868,0.26629104645807133,2,0.5257541461608074,0.5055514940071227,0.020202652153684664,2
Aebp1,3,5,ECM Glycoproteins,Core matrisome,2.67163993425512,0.31090385140852184,0.8,increase,0.0018634102122191964,0.2270921433057127,5,1.6628791129939222,1.6439803288492962,0.01889878414462598,2
Cilp,2,2,ECM Glycoproteins,Core matrisome,1.294973255619043,0.29319948987086003,0.5,mixed,0.38659173910188255,-2.161245338017798,2,0.39019179126367093,0.9999999999971146,0.6098082087334438,3
Podn,2,3,Proteoglycans,Core matrisome,1.815269708888138,0.4143237722565008,1.0,decrease,0.004594503813378947,-0.2439569595606648,3,0.8102609395744178,0.7994537963690742,0.010807143205343595,2
Adamtsl4,3,3,ECM Regulators,Matrisome-associated,1.9017877562717906,0.27212236911077026,1.0,decrease,0.29936625776017617,-2.200776849154454,3,0.9282937853581367,1.5011542482766984,0.5728604629185617,2
Tnc,4,8,ECM Glycoproteins,Core matrisome,3.7400605132834692,0.3021582686061169,0.7777777777777778,decrease,0.0019053269787629445,-0.7162475815410873,9,2.754456454589031,2.7231953635468025,0.03126109104222863,4
Itih5,6,9,ECM Regulators,Matrisome-associated,3.7144549776750404,0.27518566954172424,0.5555555555555556,decrease,0.0009042046157788919,-0.03740416762687701,9,2.717963805714559,2.694341218402372,0.02362258731218736,3
Adamtsl1,2,2,ECM Regulators,Matrisome-associated,1.3747389350425139,0.33816649900919,0.5,mixed,0.003417203783759315,-0.0014652833168314963,2,0.36072270400491757,0.3614608521240284,0.0007381481191108263,3
Efemp1,5,7,ECM Glycoproteins,Core matrisome,3.214019388666568,0.3217219894647397,0.7142857142857143,decrease,0.021162677619948667,-0.4168294321683278,7,2.1877260421718807,2.1596172553464488,0.028108786825431942,3
Adipoq,3,6,ECM Glycoproteins,Core matrisome,2.920262304348339,0.3138306836240703,1.0,decrease,0.007334999571871115,-0.3154157038676924,6,1.8545384775741298,1.914723487085372,0.06018500951124217,2
Clec1a,2,2,ECM-affiliated Proteins,Matrisome-associated,1.4437436421874852,0.24915670332932302,0.5,mixed,0.0008066133601004055,-0.004181395863026405,2,0.4227026914611575,0.4208633147029679,0.0018393767581896259,3
Col6a6,5,8,Collagens,Core matrisome,3.504173340095077,0.25008513689317885,0.625,decrease,0.030922077450536656,-0.1072649330184065,8,2.4495658290953646,2.535107675308798,0.08554184621343364,3
Prelp,6,10,Proteoglycans,Core matrisome,3.756239067137696,0.29690676743515354,0.8,increase,0.004686532295380408,0.23917707071065736,10,2.7553478307002104,2.7191108790433316,0.03623695165687879,4
Ltbp1,5,6,ECM Glycoproteins,Core matrisome,2.9251415953264504,0.3691397049469935,0.5,mixed,0.002001184913185128,-0.17796432016958552,6,1.8223592330416596,1.9190991229675711,0.09673988992591154,3
Plxnb1,4,5,ECM-affiliated Proteins,Matrisome-associated,3.034670961890505,0.24223918799202782,0.6,decrease,0.007808725867164745,0.04246535185490771,5,2.0185864462263257,2.0195522271118427,0.0009657808855170202,3
Fgb,6,10,ECM Glycoproteins,Core matrisome,3.78757318613973,0.3346010737409446,0.6,increase,0.007628414874482126,0.04804072534674626,10,2.7599874813363385,2.7764549005728547,0.01646741923651618,3
Emilin2,4,4,ECM Glycoproteins,Core matrisome,2.514767122081534,0.285251307830023,1.0,decrease,0.0010504356776607215,-0.5087177297527141,4,1.503731364682117,1.4988891247487324,0.004842239933384729,2
Colec12,4,4,ECM-affiliated Proteins,Matrisome-associated,2.4900827376491157,0.23806214732301814,0.75,decrease,0.0013851683360004419,-0.2259227086932108,4,1.44567881800904,1.4917458137318305,0.04606699572279038,2
Srpx2,2,2,ECM Glycoproteins,Core matrisome,1.4956220443276202,0.22281088741855534,1.0,increase,0.011477488460935603,0.1158939108425327,2,0.45784729016390835,0.46673383295231474,0.008886542788406393,2
Vwa1,6,10,ECM Glycoproteins,Core matrisome,3.822104804179006,0.3138287004871747,0.7,increase,0.002690542777136762,0.1094334334490823,10,2.8223072005714807,2.8043962989905484,0.017910901580932226,3
Vwa9,2,2,ECM Glycoproteins,Core matrisome,1.4477195692016434,0.423624587505662,0.5,mixed,0.07242904538044403,-1.1739038838755163,2,0.34303408953438197,0.3214329450937067,0.02160114444067529,3
Pcolce2,2,2,ECM Glycoproteins,Core matrisome,1.4508363323785312,0.27980186499107246,1.0,increase,0.0023860391828395833,0.4896213746512889,2,0.4025409175488627,0.39763816558748755,0.004902751961375129,2
Spon1,4,5,ECM Glycoproteins,Core matrisome,3.066603509383946,0.2388601391668573,0.6,decrease,0.005051186964325327,-0.12518938577165023,5,2.0532532609393965,2.0484439721240038,0.004809288815392776,3
Fgg,6,10,ECM Glycoproteins,Core matrisome,3.8349317892795654,0.2899944423893192,0.5,mixed,0.010895853884438034,0.6306733990900165,10,2.790955478545786,2.822990380620695,0.03203490207490889,3
Lgalsl,3,4,ECM-affiliated Proteins,Matrisome-associated,2.714291874204144,0.1480724333063158,0.5,mixed,0.0014989837753004442,-0.03382607488083918,4,1.7116850079630135,1.7143680409227373,0.00268303295972383,3
Mgp,2,2,ECM Glycoproteins,Core matrisome,1.3495252452769346,0.39903192862992914,0.5,mixed,0.017103506499135335,0.11021887260907523,2,0.34585527985623776,0.33264548893465523,0.013209790921582532,3
Cspg4,4,5,ECM-affiliated Proteins,Matrisome-associated,3.0617230855654727,0.1946796719427969,1.0,decrease,0.0026562165030057094,-0.4780146265813066,5,2.048355248934801,2.0524884121449096,0.004133163210108481,2
Npnt,2,2,ECM Glycoproteins,Core matrisome,1.3559753236063172,0.35648831713655327,0.5,mixed,0.01933794385048071,0.14888521696465834,2,0.31421162606682096,0.3225911602699823,0.008379534203161343,3
Masp2,2,2,ECM Regulators,Matrisome-associated,1.993745188181426,0.007685630573860684,1.0,increase,5.9322642726932114e-05,0.02028063752683125,2,0.9964260541856236,0.9964227247185163,3.3294671072381377e-06,2
Serpina6,3,5,ECM Regulators,Matrisome-associated,2.847095882061673,0.2589196269618424,0.6,decrease,0.010050272218028067,0.13078524407659115,5,1.8192183022357677,1.7919998014395095,0.027218500796258205,3
Hpx,4,7,ECM-affiliated Proteins,Matrisome-associated,3.127892889498879,0.3283003718633989,1.0,increase,0.01718226877628226,0.5717938628962703,7,2.1130623715744163,2.0794398030961925,0.03362256847822387,2
Chrdl1,2,3,Secreted Factors,Matrisome-associated,3.097261838635685,0.08097372220783279,0.6,decrease,0.000994429251447923,-0.6778853223213492,5,2.0210593328725377,2.088910389912587,0.06785105704004923,3
Emilin1,5,6,ECM Glycoproteins,Core matrisome,2.9649073376579795,0.36111596403538326,1.0,decrease,0.004872569357633916,-0.3551557910740682,6,1.910247162773072,1.9449481436677425,0.03470098089467055,2
Vwa5a,5,6,ECM Glycoproteins,Core matrisome,3.270209685174143,0.21939519545256214,0.6666666666666666,decrease,0.007807548627418476,-0.1982504571616698,6,2.2578508138031728,2.2574626465364678,0.00038816726670498625,3
Creld2,3,4,ECM Glycoproteins,Core matrisome,2.774116681221223,0.12042448381460417,0.75,decrease,0.004371881951659551,-0.18269678778079318,4,1.7744893280727907,1.7727761548467553,0.0017131732260353694,2
Lman1,4,5,ECM-affiliated Proteins,Matrisome-associated,3.007478470843009,0.13640993498641865,0.8,decrease,0.003075259862943519,-0.27927057499221547,5,1.992535866777902,2.011034479200295,0.018498612422392924,2
Serpinb1a,6,10,ECM Regulators,Matrisome-associated,3.7044434865027926,0.3459384559336799,0.6,decrease,0.0077446363250807115,0.07959033787904465,10,2.7109537612168797,2.691936130047647,0.019017631169232718,3
Mfap4,4,4,ECM Glycoproteins,Core matrisome,2.4491243028110024,0.41586363420608463,0.5,mixed,0.011177956518620524,0.1906889386135118,4,1.4108685514154147,1.3514497519467237,0.059418799468691,3
Ctsa,3,4,ECM Regulators,Matrisome-associated,2.7815062082721176,0.11487676676606377,0.5,mixed,0.002992827138165066,0.08617754160052869,4,1.7697154949796925,1.772229872498791,0.002514377519098554,3
S100a1,3,4,Secreted Factors,Matrisome-associated,2.6961352408060915,0.25780972293792526,0.75,increase,0.0012123982940983602,0.2847241448400665,4,1.6887258058125028,1.6887692186507044,4.341283820163966e-05,2
Plxdc2,4,5,ECM-affiliated Proteins,Matrisome-associated,3.008120456532385,0.25305878065206255,0.6,decrease,0.004842632290018356,-0.2521753738876362,5,2.0099262354104415,2.0039603054492896,0.005965929961151861,3
Papln,4,5,ECM Glycoproteins,Core matrisome,2.6373591097657925,0.38873186351964323,0.6,increase,0.00013956949897264703,0.2893562150951062,5,1.6000969240844545,1.6533036364567197,0.053206712372265264,3
Eln,4,6,ECM Glycoproteins,Core matrisome,3.0862848209101195,0.35748941714128374,0.6666666666666666,decrease,0.026374524625395357,-1.282423983188581,6,1.9784041796359724,2.0244635579446877,0.046059378308715315,3
Ngly1,5,6,ECM Regulators,Matrisome-associated,3.1636648523918667,0.23783256542268238,0.8333333333333334,decrease,0.0016489358836002665,-0.15233597947402586,6,2.153579339654536,2.160010895289565,0.0064315556350287295,2
Lgals8,3,3,ECM-affiliated Proteins,Matrisome-associated,1.8998176691904225,0.25756990384162726,0.6666666666666666,decrease,0.0006265941641880879,-0.2741751744317127,3,0.9006623242921198,0.8801842130869875,0.02047811120513232,3
Tgm1,2,2,ECM Regulators,Matrisome-associated,1.4519180189103453,0.23638210139800037,1.0,decrease,0.005023075592170412,-0.10546896644568446,2,0.4419825765330131,0.44648029111983545,0.0044977145868223545,2
Hapln1,2,3,Proteoglycans,Core matrisome,2.3583466092411074,0.08895762065128193,0.6666666666666666,increase,0.02345406949430985,0.28121470265446796,3,1.3287138965368266,1.2927514711107402,0.03596242542608641,2
Sema7a,3,4,ECM-affiliated Proteins,Matrisome-associated,2.7490409826415343,0.14628992096914373,0.75,decrease,0.004137009692500998,-0.22218330376375783,4,1.7452848650797375,1.746326366969118,0.0010415018893805694,2
Egfl7,2,2,Secreted Factors,Matrisome-associated,1.4263211080185982,0.27343058722285807,1.0,increase,0.004474451236529342,0.24216253462766452,2,0.39144670651934915,0.3912015643348208,0.00024514218452836856,2
Col4a4,2,2,Collagens,Core matrisome,1.3872306925672624,0.34604632831316684,1.0,increase,0.000412138225679759,0.5832703641165882,2,0.34121172677290385,0.33459191416330003,0.006619812609603815,2
Col4a3,3,3,Collagens,Core matrisome,1.7935997545127234,0.37729497575533516,1.0,increase,0.006382227944053187,1.1227177808031379,3,0.7272650753716093,0.752222948217043,0.024957872845433715,2
Dpt,5,8,ECM Glycoproteins,Core matrisome,3.500811462427729,0.29635439867566393,0.625,increase,0.010134655223624,0.23544787797770728,8,2.4761598914113896,2.429771300713119,0.046388590698270615,3
Angptl2,4,4,Secreted Factors,Matrisome-associated,2.610404300942952,0.28945843696763585,1.0,increase,0.005285507159959069,1.3434952624884187,4,1.5688878653842135,1.5852271124353365,0.016339247051122996,2
Plod3,3,3,ECM Regulators,Matrisome-associated,2.0140071597674103,0.27016302111417817,0.6666666666666666,decrease,0.007372847851671749,-0.38414578895634427,3,1.011946474064616,0.9918983796238521,0.02004809444076394,3
Htra1,5,6,ECM Regulators,Matrisome-associated,3.1047584029109654,0.23393801968977,0.8333333333333334,increase,0.012573100208960658,1.1203795356915698,6,2.095921273906927,2.0058487497180293,0.09007252418889777,2
Fbln5,6,9,ECM Glycoproteins,Core matrisome,3.6220176699527515,0.33593434087832297,1.0,decrease,0.020863745564704383,-1.4342810127681973,9,2.618198613437546,2.553562779059285,0.06463583437826115,4
Adam17,4,4,ECM Regulators,Matrisome-associated,2.422437320189358,0.3529935249090048,0.5,mixed,0.012678412231953928,0.08655787323376672,4,1.3809358152082696,1.3098377671122434,0.07109804809602616,3
Crlf3,3,4,Secreted Factors,Matrisome-associated,2.7434653660966974,0.17051694997066508,0.75,increase,0.0007311982778278603,-0.019907251706201473,4,1.7408410183222756,1.7400373011200925,0.0008037172021830852,2
Matn2,4,5,ECM Glycoproteins,Core matrisome,2.975940005622256,0.1403976356525063,0.8,decrease,0.0029132122752739964,-0.4098534320242971,5,1.8739499981730574,1.9757502350024017,0.10180023682934425,2
Adam9,4,5,ECM Regulators,Matrisome-associated,2.9928076375219814,0.2878052707701912,0.6,decrease,0.001036652198764032,-0.08585295807595475,5,1.9799220001824787,1.9927605407629732,0.012838540580494495,3
P3h1,2,2,ECM Regulators,Matrisome-associated,1.800492208570536,0.0876977609288657,1.0,decrease,0.027530769416093046,-0.954789382442482,2,0.7684514174183812,0.8287580894798736,0.06030667206149243,2
Clec10a,2,2,ECM-affiliated Proteins,Matrisome-associated,1.9338706899809284,0.036674390544031,1.0,increase,0.0019827098094191697,0.3524555415020009,2,0.9273143117480465,0.9296072500568693,0.002292938308822823,2
Efemp2,2,2,ECM Glycoproteins,Core matrisome,1.6419943510430328,0.17281625211798507,1.0,decrease,0.00853375634650791,-0.2331992010035836,2,0.6229579796583491,0.6145103808474034,0.0084475988109457,2
Fcna,2,2,ECM-affiliated Proteins,Matrisome-associated,1.7593468463215978,0.08759896086766013,0.5,mixed,0.061552228571158024,1.1548217221959673,2,0.8658847350571535,0.7152342037311377,0.1506505313260158,3
Serpina3k,4,5,ECM Regulators,Matrisome-associated,2.7757765659826026,0.28181759917340354,0.8,decrease,0.014414454116694009,-0.19153338098268996,5,1.734374774197583,1.767393117498845,0.033018343301262076,2
C1qb,4,5,ECM-affiliated Proteins,Matrisome-associated,2.751916955342525,0.30653451137575294,0.8,increase,0.004286586287691796,0.511052923402865,5,1.7420754639163911,1.7489240030948405,0.006848539178449409,2
Col2a1,3,6,Collagens,Core matrisome,3.3436051531636513,0.10717925838866885,0.6666666666666666,increase,0.0079705702587234,0.17167969695051885,6,2.320708494007218,2.352587737547159,0.03187924353994109,3
Mbl2,4,6,ECM-affiliated Proteins,Matrisome-associated,3.303420018354592,0.1511905089950294,0.6666666666666666,decrease,0.031091537477978243,-0.09038382926218287,6,2.2491651375752855,2.259307619952308,0.010142482377022422,3
Col11a1,2,3,Collagens,Core matrisome,2.279911180756487,0.1435488067865828,1.0,decrease,0.018738410091261565,-1.0844346843182715,3,1.2706965165211273,1.2818485701210598,0.011152053599932543,2
Fbn2,3,6,ECM Glycoproteins,Core matrisome,3.439303517994067,0.13302802002504127,0.8333333333333334,decrease,0.014788344242219281,-1.977226903703846,6,2.2867127490317225,2.3986685992151706,0.11195585018344811,2
Gas6,2,2,ECM Glycoproteins,Core matrisome,1.9717952623235697,0.021618814858209465,0.5,mixed,0.025311105123271647,0.40338490545023825,2,0.962149401160733,0.9993648419787211,0.03721544081798811,3
Sfrp1,2,2,Secreted Factors,Matrisome-associated,1.967127659161653,0.024358636999664864,0.5,mixed,0.019205558175561556,0.47857763519112506,2,0.9675248824255023,0.9966220809053714,0.029097198479869135,3
Gpc1,5,9,ECM-affiliated Proteins,Matrisome-associated,3.539761074652858,0.3215366048540807,0.6666666666666666,decrease,0.008315517923721427,0.021874904438981983,9,2.5150878569870354,2.560676674372413,0.04558881738537757,3
Ctsf,5,7,ECM Regulators,Matrisome-associated,3.467810766905679,0.2040482335157733,0.8571428571428571,increase,0.038682418841576194,1.8069586799945832,7,2.3580972443886523,2.4336352531178607,0.07553800872920835,4
Thbs4,4,8,ECM Glycoproteins,Core matrisome,3.5065157837045207,0.21782452251523374,0.5,mixed,0.0008220391891630985,-0.03260966554480678,8,2.49446652754884,2.4514173458601656,0.04304918168867422,3
Cd109,2,2,ECM Regulators,Matrisome-associated,1.4466128990511784,0.3425554355183383,0.5,mixed,0.0278939339768019,-0.41729164207333386,2,0.40734651286787216,0.3933502182771663,0.013996294590705838,3
Hmcn2,3,5,ECM Glycoproteins,Core matrisome,2.8197297929741887,0.2802460302466029,0.8,decrease,0.0032778773829796326,-0.33034459071610167,5,1.7782672586298913,1.8106009644610892,0.03233370583119788,2
Cpn2,2,3,ECM Regulators,Matrisome-associated,2.3934244008590637,0.08778211976023913,0.6666666666666666,decrease,0.012716226447058443,0.031691508219840264,3,1.3763957001621612,1.3719808854449433,0.00441481471721783,2
Serpina10,2,2,ECM Regulators,Matrisome-associated,1.865351212252501,0.06637925219860544,1.0,increase,0.026211127755452576,0.16664806372934085,2,0.8931074986838587,0.837947894052139,0.05515960463171976,2
C1qtnf9,2,4,ECM-affiliated Proteins,Matrisome-associated,2.9354005514228323,0.036960640593727064,0.75,increase,0.01608068211749848,-0.05504598430147958,4,1.9117309533111229,1.953207337047286,0.041476383736163136,2
Pzp,3,6,ECM Regulators,Matrisome-associated,3.5023398257304654,0.050677771143576765,0.6666666666666666,increase,0.008221696905013072,0.17356588923634284,6,2.504440851496835,2.495535692707163,0.008905158789672019,3
Lgi1,2,3,ECM Glycoproteins,Core matrisome,2.153332417800019,0.3549830322601015,0.6666666666666666,decrease,0.0023613392917090636,-0.2639043840153517,3,1.1504134758555995,1.1511642790609158,0.0007508032053162861,3
Smoc2,2,4,ECM Glycoproteins,Core matrisome,2.8273123879614133,0.09312198104958815,0.75,increase,0.06690818602272448,2.3013965911967067,4,1.6914040792657046,1.8940259681244285,0.2026218888587239,2
C1qa,2,3,ECM-affiliated Proteins,Matrisome-associated,2.1851960247381865,0.32408096770022693,0.6666666666666666,increase,0.02314975475381348,0.8231760080552796,3,1.1665307094417499,1.1581674014726553,0.008363307969094569,3
Fgf13,4,4,Secreted Factors,Matrisome-associated,2.65421726786993,0.1973705950032411,0.5,mixed,0.00896753738506817,-0.3281650940695986,4,1.6423771009294394,1.6619001858180988,0.019523084888659392,3
Dspp,3,4,ECM Glycoproteins,Core matrisome,2.6238184873365524,0.1995868052207205,0.75,decrease,0.006821095853544873,-0.4973313047138722,4,1.6109924213002655,1.6125182164315428,0.0015257951312772633,2
Igf2,2,3,Secreted Factors,Matrisome-associated,2.2484041620364867,0.1433715870654905,1.0,decrease,0.00015330454376941138,-0.292101742645236,3,1.246692626184842,1.2463655639543727,0.00032706223046918836,2
Plxnd1,3,4,ECM-affiliated Proteins,Matrisome-associated,2.570875008069261,0.24980215827283755,1.0,decrease,0.0010571170496372906,-0.4050683613018826,4,1.5719799319183525,1.563230940851225,0.008748991067127454,2
Agt,2,3,ECM Regulators,Matrisome-associated,2.2418680724436704,0.22496499744627596,0.6666666666666666,decrease,0.009296819865098449,-0.16625048873916348,3,1.2202980648835655,1.2244797301994057,0.004181665315840188,3
Sema4b,2,3,ECM-affiliated Proteins,Matrisome-associated,2.2701698830196593,0.14828863544136353,1.0,decrease,0.002527800025720367,-0.31629483843930206,3,1.261956169143636,1.2639498113454022,0.0019936422017661215,2
Egln1,3,4,ECM Regulators,Matrisome-associated,2.580855487642794,0.19612087153800736,1.0,decrease,0.0003282772954885105,-0.4037542350982092,4,1.5581788971452486,1.5793097319858878,0.021130834840639157,2
Sema3b,2,2,ECM-affiliated Proteins,Matrisome-associated,1.853563818364937,0.060260323219349154,1.0,decrease,0.0060813179723772925,-0.34771588999433456,2,0.8390328644376612,0.8531541230199349,0.014121258582273644,2
Fgl2,2,2,ECM Glycoproteins,Core matrisome,1.9211759886113553,0.036910057796873945,1.0,decrease,0.013637053811983588,-0.8280283250009143,2,0.9041643675577653,0.9395665313881509,0.035402163830385636,2
LOXL1,2,2,ECM Regulators,Matrisome-associated,1.4936543438697294,0.6326167421237467,0.5,mixed,0.0006130857711020843,0.2751789638039226,2,0.4772552949622688,0.4595963693586571,0.017658925603611708,4
S100A7,3,3,Secreted Factors,Matrisome-associated,2.275480735489141,0.48495783580574214,0.6666666666666666,decrease,0.04445494415499762,-0.1701891470387933,3,1.2340356915064743,1.2297472194240195,0.004288472082454753,4
SERPINB3,2,2,ECM Regulators,Matrisome-associated,1.7245438204085042,0.49401803173262426,0.5,mixed,0.9222455012459232,0.24467044089710907,2,0.40081939002390227,0.9989631830508818,0.5981437930269795,1
CSTA,2,3,ECM Regulators,Matrisome-associated,2.467070947647149,0.07194473207517472,1.0,decrease,0.013442853357636023,-0.4432930720633242,3,1.451542065788733,1.4702671867716086,0.018725120982875598,2
GDF15,2,3,Secreted Factors,Matrisome-associated,3.2033023410799943,0.13244546005665814,0.8,increase,0.1027128770046337,0.9449377427093767,5,2.117940067306375,2.205876007807235,0.08793594050085973,2
NGLY1,2,2,ECM Regulators,Matrisome-associated,1.7138922761849762,0.5210705741907325,0.5,mixed,0.996184114136793,0.010605171773438005,2,0.3684831675349564,0.9991357210280467,0.6306525534930902,1
LGALS8,2,3,ECM-affiliated Proteins,Matrisome-associated,2.3716373198087513,0.10095885960468957,0.6666666666666666,decrease,0.016684380739196855,-0.283454414324582,3,1.330594629180658,1.3326147085356441,0.0020200793549860485,2
SERPINB12,3,4,ECM Regulators,Matrisome-associated,2.8705329302626694,0.2899395124687264,0.75,decrease,0.4083761064825978,-0.4366909088299417,4,1.7307970161770454,1.9090130524681912,0.1782160362911458,1
COL21A1,3,4,Collagens,Core matrisome,2.720127183122899,0.4691888986207326,1.0,decrease,0.018597282274240345,-0.6527780504120997,4,1.704802238303354,1.7037214092217021,0.0010808290816519683,4
LAMB4,2,3,ECM Glycoproteins,Core matrisome,2.1980693046633926,0.5483583351064438,0.6666666666666666,decrease,0.0074912907742265,0.0065160850746451325,3,1.2008853546754548,1.1957257893947673,0.005159565280687506,4
GPC4,2,3,ECM-affiliated Proteins,Matrisome-associated,2.4157552695011484,0.3476504506289463,1.0,increase,0.5235444340283415,0.8382627298297495,3,1.2495188491310694,1.5629692523615937,0.3134504032305243,1
TGM1,2,3,ECM Regulators,Matrisome-associated,2.4074889318153776,0.38101788952984933,0.6666666666666666,increase,0.5585809398596561,0.12365529399152259,3,1.214035639319997,1.4674552210794878,0.25341958175949086,1
COL4A5,2,3,Collagens,Core matrisome,3.202170306464518,0.30446062804174595,0.8,decrease,0.39059677059232334,0.03191503576744803,5,2.0773711223858866,2.14866431108618,0.07129318870029344,1
MFAP5,2,3,ECM Glycoproteins,Core matrisome,2.2398131109734627,0.46329729180653617,0.6666666666666666,increase,0.035549363196949346,0.39647191753939826,3,1.2409027488465165,1.2235065211933729,0.017396227653143637,4
COL4A6,2,3,Collagens,Core matrisome,3.1015410383654785,0.404675102341621,1.0,decrease,0.04473603579208757,-0.9307816322289097,5,2.081204513877984,2.0968346397029167,0.015630125824932506,2
LAMA3,2,3,ECM Glycoproteins,Core matrisome,2.2088211126356825,0.5417141253274701,1.0,decrease,0.01817126137054159,-0.22099679329241803,3,1.1963904276471515,1.1930497052193854,0.003340722427766174,4
FREM1,2,3,ECM-affiliated Proteins,Matrisome-associated,2.4021542009185257,0.39842975571963263,0.6666666666666666,increase,0.6579045369957283,0.2145848353252907,3,1.1971065346611984,1.5705947675775094,0.37348823291631095,1
FREM2,2,3,ECM-affiliated Proteins,Matrisome-associated,2.3896440118453732,0.3962664725017592,0.6666666666666666,decrease,0.6321328148629485,-0.20460871215901077,3,1.1654295977542624,1.5116982450919234,0.34626864733766105,1
FRAS1,2,3,ECM Glycoproteins,Core matrisome,2.3879948654685705,0.4123757209969898,0.6666666666666666,decrease,0.6931645865212493,-0.08185497228685057,3,1.1606701664584296,1.574209007558959,0.4135388411005294,1
LAMC3,2,3,ECM Glycoproteins,Core matrisome,2.3803682151214645,0.423016388104309,0.6666666666666666,decrease,0.7214878386026264,0.016380260459886647,3,1.1425932764056768,1.5830396179721176,0.4404463415664408,1
