sample_id,metabolite,value,Tissue,Treatment
4T1-27_R18-,Kynurenic acid,1130.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Kynurenic acid,2230.0,Tibialis_anterior,Control
CTL-5_R2-,Kynurenic acid,5490.0,Tibialis_anterior,Control
CTL-9_R1-,Kynurenic acid,2000.0,Tibialis_anterior,Control
CTL-3_R6-,Kynurenic acid,3680.0,Upper_Arm_SkM,Control
CTL-7_R3-,Kynurenic acid,4230.0,Upper_Arm_SkM,Control
CTL-11_R21-,Kynurenic acid,1850.0,Upper_Arm_SkM,Control
4T1-17_R4-,Kynurenic acid,1800.0,Lung,Tumor
4T1-21_R22-,Kynurenic acid,1550.0,Lung,Tumor
4T1-25_R16-,Kynurenic acid,1340.0,Lung,Tumor
CTL-4_R20-,Kynurenic acid,49300.0,Lung,Control
CTL-8_R13-,Kynurenic acid,53500.0,Lung,Control
CTL-12_R14-,Kynurenic acid,142000.0,Lung,Control
4T1-1_R7-,Quinolinic acid,136000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Quinolinic acid,109000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Quinolinic acid,174000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Quinolinic acid,141000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Quinolinic acid,59600.0,Tibialis_anterior,Control
CTL-5_R2-,Quinolinic acid,132000.0,Tibialis_anterior,Control
CTL-9_R1-,Quinolinic acid,156000.0,Tibialis_anterior,Control
CTL-3_R6-,Quinolinic acid,27900.0,Upper_Arm_SkM,Control
CTL-7_R3-,Quinolinic acid,116000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Quinolinic acid,166000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Quinolinic acid,202000.0,Lung,Tumor
4T1-21_R22-,Quinolinic acid,120000.0,Lung,Tumor
4T1-25_R16-,Quinolinic acid,108000.0,Lung,Tumor
CTL-4_R20-,Quinolinic acid,172000.0,Lung,Control
CTL-8_R13-,Quinolinic acid,125000.0,Lung,Control
CTL-12_R14-,Quinolinic acid,133000.0,Lung,Control
4T1-1_R7-,Anthranilate,20900.0,Tibialis_anterior,Tumor
4T1-15_R11-,Anthranilate,16300.0,Tibialis_anterior,Tumor
4T1-19_R15-,Anthranilate,11000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Anthranilate,16400.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Anthranilate,7970.0,Tibialis_anterior,Control
CTL-5_R2-,Anthranilate,15500.0,Tibialis_anterior,Control
CTL-9_R1-,Anthranilate,13700.0,Tibialis_anterior,Control
CTL-3_R6-,Anthranilate,16000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Anthranilate,15000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Anthranilate,11900.0,Upper_Arm_SkM,Control
4T1-17_R4-,Anthranilate,14400.0,Lung,Tumor
4T1-21_R22-,Anthranilate,21100.0,Lung,Tumor
4T1-25_R16-,Anthranilate,17000.0,Lung,Tumor
CTL-4_R20-,Anthranilate,19100.0,Lung,Control
CTL-8_R13-,Anthranilate,39000.0,Lung,Control
CTL-12_R14-,Anthranilate,30200.0,Lung,Control
4T1-1_R7-,Glycerol 3-phosphate,19900000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Glycerol 3-phosphate,26100000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Glycerol 3-phosphate,1130000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Glycerol 3-phosphate,1310000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Glycerol 3-phosphate,483000.0,Tibialis_anterior,Control
CTL-5_R2-,Glycerol 3-phosphate,3300000.0,Tibialis_anterior,Control
CTL-9_R1-,Glycerol 3-phosphate,1260000.0,Tibialis_anterior,Control
CTL-3_R6-,Glycerol 3-phosphate,6910000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Glycerol 3-phosphate,13900000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Glycerol 3-phosphate,1110000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Glycerol 3-phosphate,2200000.0,Lung,Tumor
4T1-21_R22-,Glycerol 3-phosphate,1080000.0,Lung,Tumor
4T1-25_R16-,Glycerol 3-phosphate,2050000.0,Lung,Tumor
CTL-4_R20-,Glycerol 3-phosphate,674000.0,Lung,Control
CTL-8_R13-,Glycerol 3-phosphate,970000.0,Lung,Control
CTL-12_R14-,Glycerol 3-phosphate,1150000.0,Lung,Control
4T1-1_R7-,Phosphoethanolamine,4060000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Phosphoethanolamine,1860000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Phosphoethanolamine,3420000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Phosphoethanolamine,4850000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Phosphoethanolamine,621000.0,Tibialis_anterior,Control
CTL-5_R2-,Phosphoethanolamine,1260000.0,Tibialis_anterior,Control
CTL-9_R1-,Phosphoethanolamine,1180000.0,Tibialis_anterior,Control
CTL-3_R6-,Phosphoethanolamine,732000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Phosphoethanolamine,724000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Phosphoethanolamine,788000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Phosphoethanolamine,26700000.0,Lung,Tumor
4T1-21_R22-,Phosphoethanolamine,19700000.0,Lung,Tumor
4T1-25_R16-,Phosphoethanolamine,22200000.0,Lung,Tumor
CTL-4_R20-,Phosphoethanolamine,13200000.0,Lung,Control
CTL-8_R13-,Phosphoethanolamine,16700000.0,Lung,Control
CTL-12_R14-,Phosphoethanolamine,15900000.0,Lung,Control
4T1-1_R7-,CDP-ethanolamine,231000.0,Tibialis_anterior,Tumor
4T1-15_R11-,CDP-ethanolamine,298000.0,Tibialis_anterior,Tumor
4T1-19_R15-,CDP-ethanolamine,169000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,CDP-ethanolamine,430000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,CDP-ethanolamine,113000.0,Tibialis_anterior,Control
CTL-5_R2-,CDP-ethanolamine,208000.0,Tibialis_anterior,Control
CTL-9_R1-,CDP-ethanolamine,129000.0,Tibialis_anterior,Control
CTL-3_R6-,CDP-ethanolamine,130000.0,Upper_Arm_SkM,Control
CTL-7_R3-,CDP-ethanolamine,105000.0,Upper_Arm_SkM,Control
CTL-11_R21-,CDP-ethanolamine,97800.0,Upper_Arm_SkM,Control
4T1-17_R4-,CDP-ethanolamine,707000.0,Lung,Tumor
4T1-21_R22-,CDP-ethanolamine,741000.0,Lung,Tumor
4T1-25_R16-,CDP-ethanolamine,535000.0,Lung,Tumor
CTL-4_R20-,CDP-ethanolamine,403000.0,Lung,Control
CTL-8_R13-,CDP-ethanolamine,509000.0,Lung,Control
CTL-12_R14-,CDP-ethanolamine,454000.0,Lung,Control
4T1-1_R7-,Phosphodimethyl-ethanolamine,432000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Phosphodimethyl-ethanolamine,181000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Phosphodimethyl-ethanolamine,713000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Phosphodimethyl-ethanolamine,728000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Phosphodimethyl-ethanolamine,39200.0,Tibialis_anterior,Control
CTL-5_R2-,Phosphodimethyl-ethanolamine,329000.0,Tibialis_anterior,Control
CTL-9_R1-,Phosphodimethyl-ethanolamine,289000.0,Tibialis_anterior,Control
CTL-3_R6-,Phosphodimethyl-ethanolamine,167000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Phosphodimethyl-ethanolamine,144000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Phosphodimethyl-ethanolamine,164000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Phosphodimethyl-ethanolamine,4360000.0,Lung,Tumor
4T1-21_R22-,Phosphodimethyl-ethanolamine,1700000.0,Lung,Tumor
4T1-25_R16-,Phosphodimethyl-ethanolamine,3410000.0,Lung,Tumor
CTL-4_R20-,Phosphodimethyl-ethanolamine,3250000.0,Lung,Control
CTL-8_R13-,Phosphodimethyl-ethanolamine,3720000.0,Lung,Control
CTL-12_R14-,Phosphodimethyl-ethanolamine,3490000.0,Lung,Control
4T1-1_R7-,Serine-Phosphoethanolamine,82800.0,Tibialis_anterior,Tumor
4T1-15_R11-,Serine-Phosphoethanolamine,113000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Serine-Phosphoethanolamine,90600.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Serine-Phosphoethanolamine,74500.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Serine-Phosphoethanolamine,103000.0,Tibialis_anterior,Control
CTL-5_R2-,Serine-Phosphoethanolamine,62500.0,Tibialis_anterior,Control
CTL-9_R1-,Serine-Phosphoethanolamine,60900.0,Tibialis_anterior,Control
CTL-3_R6-,Serine-Phosphoethanolamine,81200.0,Upper_Arm_SkM,Control
CTL-7_R3-,Serine-Phosphoethanolamine,67900.0,Upper_Arm_SkM,Control
CTL-11_R21-,Serine-Phosphoethanolamine,114000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Serine-Phosphoethanolamine,89200.0,Lung,Tumor
4T1-21_R22-,Serine-Phosphoethanolamine,121000.0,Lung,Tumor
4T1-25_R16-,Serine-Phosphoethanolamine,125000.0,Lung,Tumor
CTL-4_R20-,Serine-Phosphoethanolamine,166000.0,Lung,Control
CTL-8_R13-,Serine-Phosphoethanolamine,100000.0,Lung,Control
CTL-12_R14-,Serine-Phosphoethanolamine,130000.0,Lung,Control
4T1-1_R7-,Acetylcholine,0.0,Tibialis_anterior,Tumor
4T1-15_R11-,Acetylcholine,449.0,Tibialis_anterior,Tumor
4T1-19_R15-,Acetylcholine,1270.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Acetylcholine,1540.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Acetylcholine,480.0,Tibialis_anterior,Control
CTL-5_R2-,Acetylcholine,0.0,Tibialis_anterior,Control
CTL-9_R1-,Acetylcholine,0.0,Tibialis_anterior,Control
CTL-3_R6-,Acetylcholine,535.0,Upper_Arm_SkM,Control
CTL-7_R3-,Acetylcholine,0.0,Upper_Arm_SkM,Control
CTL-11_R21-,Acetylcholine,0.0,Upper_Arm_SkM,Control
4T1-17_R4-,Acetylcholine,921.0,Lung,Tumor
4T1-21_R22-,Acetylcholine,0.0,Lung,Tumor
4T1-25_R16-,Acetylcholine,0.0,Lung,Tumor
CTL-4_R20-,Acetylcholine,1960.0,Lung,Control
CTL-8_R13-,Acetylcholine,1120.0,Lung,Control
CTL-12_R14-,Acetylcholine,3510.0,Lung,Control
4T1-1_R7-,Acetoacetate,54200.0,Tibialis_anterior,Tumor
4T1-15_R11-,Acetoacetate,149000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Acetoacetate,998000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Acetoacetate,599000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Acetoacetate,625000.0,Tibialis_anterior,Control
CTL-5_R2-,Acetoacetate,747000.0,Tibialis_anterior,Control
CTL-9_R1-,Acetoacetate,592000.0,Tibialis_anterior,Control
CTL-3_R6-,Acetoacetate,176000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Acetoacetate,441000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Acetoacetate,372000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Acetoacetate,362000.0,Lung,Tumor
4T1-21_R22-,Acetoacetate,370000.0,Lung,Tumor
4T1-25_R16-,Acetoacetate,331000.0,Lung,Tumor
CTL-4_R20-,Acetoacetate,316000.0,Lung,Control
CTL-8_R13-,Acetoacetate,785000.0,Lung,Control
CTL-12_R14-,Acetoacetate,504000.0,Lung,Control
4T1-1_R7-,Pentanoate,79500.0,Tibialis_anterior,Tumor
4T1-15_R11-,Pentanoate,56800.0,Tibialis_anterior,Tumor
4T1-19_R15-,Pentanoate,90600.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Pentanoate,88400.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Pentanoate,41200.0,Tibialis_anterior,Control
CTL-5_R2-,Pentanoate,93800.0,Tibialis_anterior,Control
CTL-9_R1-,Pentanoate,60400.0,Tibialis_anterior,Control
CTL-3_R6-,Pentanoate,55600.0,Upper_Arm_SkM,Control
CTL-7_R3-,Pentanoate,52300.0,Upper_Arm_SkM,Control
CTL-11_R21-,Pentanoate,104000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Pentanoate,91800.0,Lung,Tumor
4T1-21_R22-,Pentanoate,73400.0,Lung,Tumor
4T1-25_R16-,Pentanoate,104000.0,Lung,Tumor
CTL-4_R20-,Pentanoate,109000.0,Lung,Control
CTL-8_R13-,Pentanoate,106000.0,Lung,Control
CTL-12_R14-,Pentanoate,99400.0,Lung,Control
4T1-1_R7-,Hexanoic acid,1610000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Hexanoic acid,500000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Hexanoic acid,655000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Hexanoic acid,554000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Hexanoic acid,553000.0,Tibialis_anterior,Control
CTL-5_R2-,Hexanoic acid,255000.0,Tibialis_anterior,Control
CTL-9_R1-,Hexanoic acid,407000.0,Tibialis_anterior,Control
CTL-3_R6-,Hexanoic acid,358000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Hexanoic acid,310000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Hexanoic acid,582000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Hexanoic acid,414000.0,Lung,Tumor
4T1-21_R22-,Hexanoic acid,567000.0,Lung,Tumor
4T1-25_R16-,Hexanoic acid,496000.0,Lung,Tumor
CTL-4_R20-,Hexanoic acid,490000.0,Lung,Control
CTL-8_R13-,Hexanoic acid,537000.0,Lung,Control
CTL-12_R14-,Hexanoic acid,435000.0,Lung,Control
4T1-1_R7-,Octanoic acid,880000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Octanoic acid,214000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Octanoic acid,377000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Octanoic acid,306000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Octanoic acid,235000.0,Tibialis_anterior,Control
CTL-5_R2-,Octanoic acid,194000.0,Tibialis_anterior,Control
CTL-9_R1-,Octanoic acid,228000.0,Tibialis_anterior,Control
CTL-3_R6-,Octanoic acid,239000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Octanoic acid,196000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Octanoic acid,357000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Octanoic acid,375000.0,Lung,Tumor
4T1-21_R22-,Octanoic acid,418000.0,Lung,Tumor
4T1-25_R16-,Octanoic acid,245000.0,Lung,Tumor
CTL-4_R20-,Octanoic acid,379000.0,Lung,Control
CTL-8_R13-,Octanoic acid,509000.0,Lung,Control
CTL-12_R14-,Octanoic acid,381000.0,Lung,Control
4T1-1_R7-,Nonanoic acid,898000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Nonanoic acid,639000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Nonanoic acid,480000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Nonanoic acid,276000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Nonanoic acid,515000.0,Tibialis_anterior,Control
CTL-5_R2-,Nonanoic acid,420000.0,Tibialis_anterior,Control
CTL-9_R1-,Nonanoic acid,836000.0,Tibialis_anterior,Control
CTL-3_R6-,Nonanoic acid,366000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Nonanoic acid,1120000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Nonanoic acid,605000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Nonanoic acid,458000.0,Lung,Tumor
4T1-21_R22-,Nonanoic acid,621000.0,Lung,Tumor
4T1-25_R16-,Nonanoic acid,318000.0,Lung,Tumor
CTL-4_R20-,Nonanoic acid,633000.0,Lung,Control
CTL-8_R13-,Nonanoic acid,762000.0,Lung,Control
CTL-12_R14-,Nonanoic acid,527000.0,Lung,Control
4T1-1_R7-,Decanoic acid,434000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Decanoic acid,503000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Decanoic acid,414000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Decanoic acid,341000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Decanoic acid,557000.0,Tibialis_anterior,Control
CTL-5_R2-,Decanoic acid,411000.0,Tibialis_anterior,Control
CTL-9_R1-,Decanoic acid,248000.0,Tibialis_anterior,Control
CTL-3_R6-,Decanoic acid,439000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Decanoic acid,406000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Decanoic acid,484000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Decanoic acid,379000.0,Lung,Tumor
4T1-21_R22-,Decanoic acid,740000.0,Lung,Tumor
4T1-25_R16-,Decanoic acid,432000.0,Lung,Tumor
CTL-4_R20-,Decanoic acid,789000.0,Lung,Control
CTL-8_R13-,Decanoic acid,495000.0,Lung,Control
CTL-12_R14-,Decanoic acid,549000.0,Lung,Control
4T1-1_R7-,Dodecanoic acid,278000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Dodecanoic acid,352000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Dodecanoic acid,305000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Dodecanoic acid,206000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Dodecanoic acid,235000.0,Tibialis_anterior,Control
CTL-5_R2-,Dodecanoic acid,413000.0,Tibialis_anterior,Control
CTL-9_R1-,Dodecanoic acid,302000.0,Tibialis_anterior,Control
CTL-3_R6-,Dodecanoic acid,243000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Dodecanoic acid,178000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Dodecanoic acid,180000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Dodecanoic acid,172000.0,Lung,Tumor
4T1-21_R22-,Dodecanoic acid,251000.0,Lung,Tumor
4T1-25_R16-,Dodecanoic acid,205000.0,Lung,Tumor
CTL-4_R20-,Dodecanoic acid,177000.0,Lung,Control
CTL-8_R13-,Dodecanoic acid,185000.0,Lung,Control
CTL-12_R14-,Dodecanoic acid,404000.0,Lung,Control
4T1-1_R7-,Tetradecanoic acid,1340000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Tetradecanoic acid,851000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Tetradecanoic acid,1040000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Tetradecanoic acid,895000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Tetradecanoic acid,513000.0,Tibialis_anterior,Control
CTL-5_R2-,Tetradecanoic acid,671000.0,Tibialis_anterior,Control
CTL-9_R1-,Tetradecanoic acid,569000.0,Tibialis_anterior,Control
CTL-3_R6-,Tetradecanoic acid,699000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Tetradecanoic acid,542000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Tetradecanoic acid,950000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Tetradecanoic acid,1000000.0,Lung,Tumor
4T1-21_R22-,Tetradecanoic acid,494000.0,Lung,Tumor
4T1-25_R16-,Tetradecanoic acid,1080000.0,Lung,Tumor
CTL-4_R20-,Tetradecanoic acid,1000000.0,Lung,Control
CTL-8_R13-,Tetradecanoic acid,617000.0,Lung,Control
CTL-12_R14-,Tetradecanoic acid,1490000.0,Lung,Control
4T1-1_R7-,Hexadecanoic acid,21600000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Hexadecanoic acid,12100000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Hexadecanoic acid,10300000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Hexadecanoic acid,8120000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Hexadecanoic acid,7870000.0,Tibialis_anterior,Control
CTL-5_R2-,Hexadecanoic acid,6990000.0,Tibialis_anterior,Control
CTL-9_R1-,Hexadecanoic acid,7530000.0,Tibialis_anterior,Control
CTL-3_R6-,Hexadecanoic acid,6660000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Hexadecanoic acid,6390000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Hexadecanoic acid,10100000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Hexadecanoic acid,12400000.0,Lung,Tumor
4T1-21_R22-,Hexadecanoic acid,6200000.0,Lung,Tumor
4T1-25_R16-,Hexadecanoic acid,12000000.0,Lung,Tumor
CTL-4_R20-,Hexadecanoic acid,12800000.0,Lung,Control
CTL-8_R13-,Hexadecanoic acid,15800000.0,Lung,Control
CTL-12_R14-,Hexadecanoic acid,10300000.0,Lung,Control
4T1-1_R7-,Octadecanoic acid,6560000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Octadecanoic acid,5620000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Octadecanoic acid,3870000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Octadecanoic acid,2540000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Octadecanoic acid,2620000.0,Tibialis_anterior,Control
CTL-5_R2-,Octadecanoic acid,3430000.0,Tibialis_anterior,Control
CTL-9_R1-,Octadecanoic acid,1980000.0,Tibialis_anterior,Control
CTL-3_R6-,Octadecanoic acid,3330000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Octadecanoic acid,1990000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Octadecanoic acid,1400000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Octadecanoic acid,3750000.0,Lung,Tumor
4T1-21_R22-,Octadecanoic acid,3570000.0,Lung,Tumor
4T1-25_R16-,Octadecanoic acid,3940000.0,Lung,Tumor
CTL-4_R20-,Octadecanoic acid,6180000.0,Lung,Control
CTL-8_R13-,Octadecanoic acid,4580000.0,Lung,Control
CTL-12_R14-,Octadecanoic acid,4380000.0,Lung,Control
4T1-1_R7-,Tetradecenoic acid,84100.0,Tibialis_anterior,Tumor
4T1-15_R11-,Tetradecenoic acid,60100.0,Tibialis_anterior,Tumor
4T1-19_R15-,Tetradecenoic acid,61700.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Tetradecenoic acid,59300.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Tetradecenoic acid,52800.0,Tibialis_anterior,Control
CTL-5_R2-,Tetradecenoic acid,43300.0,Tibialis_anterior,Control
CTL-9_R1-,Tetradecenoic acid,60600.0,Tibialis_anterior,Control
CTL-3_R6-,Tetradecenoic acid,37700.0,Upper_Arm_SkM,Control
CTL-7_R3-,Tetradecenoic acid,57100.0,Upper_Arm_SkM,Control
CTL-11_R21-,Tetradecenoic acid,86600.0,Upper_Arm_SkM,Control
4T1-17_R4-,Tetradecenoic acid,47900.0,Lung,Tumor
4T1-21_R22-,Tetradecenoic acid,35900.0,Lung,Tumor
4T1-25_R16-,Tetradecenoic acid,61200.0,Lung,Tumor
CTL-4_R20-,Tetradecenoic acid,43600.0,Lung,Control
CTL-8_R13-,Tetradecenoic acid,77100.0,Lung,Control
CTL-12_R14-,Tetradecenoic acid,48800.0,Lung,Control
4T1-1_R7-,Hexadecenoic acid,1040000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Hexadecenoic acid,637000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Hexadecenoic acid,1900000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Hexadecenoic acid,875000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Hexadecenoic acid,912000.0,Tibialis_anterior,Control
CTL-5_R2-,Hexadecenoic acid,670000.0,Tibialis_anterior,Control
CTL-9_R1-,Hexadecenoic acid,2190000.0,Tibialis_anterior,Control
CTL-3_R6-,Hexadecenoic acid,597000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Hexadecenoic acid,791000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Hexadecenoic acid,919000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Hexadecenoic acid,532000.0,Lung,Tumor
4T1-21_R22-,Hexadecenoic acid,660000.0,Lung,Tumor
4T1-25_R16-,Hexadecenoic acid,576000.0,Lung,Tumor
CTL-4_R20-,Hexadecenoic acid,555000.0,Lung,Control
CTL-8_R13-,Hexadecenoic acid,1200000.0,Lung,Control
CTL-12_R14-,Hexadecenoic acid,1080000.0,Lung,Control
4T1-1_R7-,Octadecenoic acid,3470000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Octadecenoic acid,3680000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Octadecenoic acid,11800000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Octadecenoic acid,5730000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Octadecenoic acid,2650000.0,Tibialis_anterior,Control
CTL-5_R2-,Octadecenoic acid,3450000.0,Tibialis_anterior,Control
CTL-9_R1-,Octadecenoic acid,4910000.0,Tibialis_anterior,Control
CTL-3_R6-,Octadecenoic acid,1940000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Octadecenoic acid,3340000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Octadecenoic acid,3640000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Octadecenoic acid,4170000.0,Lung,Tumor
4T1-21_R22-,Octadecenoic acid,5310000.0,Lung,Tumor
4T1-25_R16-,Octadecenoic acid,3220000.0,Lung,Tumor
CTL-4_R20-,Octadecenoic acid,3050000.0,Lung,Control
CTL-8_R13-,Octadecenoic acid,3370000.0,Lung,Control
CTL-12_R14-,Octadecenoic acid,4300000.0,Lung,Control
4T1-1_R7-,Octadecadienoic acid,4800000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Octadecadienoic acid,2700000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Octadecadienoic acid,12800000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Octadecadienoic acid,4650000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Octadecadienoic acid,3860000.0,Tibialis_anterior,Control
CTL-5_R2-,Octadecadienoic acid,5800000.0,Tibialis_anterior,Control
CTL-9_R1-,Octadecadienoic acid,7750000.0,Tibialis_anterior,Control
CTL-3_R6-,Octadecadienoic acid,3150000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Octadecadienoic acid,3890000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Octadecadienoic acid,7940000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Octadecadienoic acid,3300000.0,Lung,Tumor
4T1-21_R22-,Octadecadienoic acid,3290000.0,Lung,Tumor
4T1-25_R16-,Octadecadienoic acid,2500000.0,Lung,Tumor
CTL-4_R20-,Octadecadienoic acid,3070000.0,Lung,Control
CTL-8_R13-,Octadecadienoic acid,5270000.0,Lung,Control
CTL-12_R14-,Octadecadienoic acid,4120000.0,Lung,Control
4T1-1_R7-,Octadecatrienoic acid,417000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Octadecatrienoic acid,172000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Octadecatrienoic acid,455000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Octadecatrienoic acid,302000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Octadecatrienoic acid,461000.0,Tibialis_anterior,Control
