Protein_A,Protein_B,Correlation,P_value,N_Observations,Interaction_Type,Mean_Delta_A,Mean_Delta_B
COL5A2,COL6A1,0.8181013131779775,0.003821285902956507,10,Synergistic (both change together),-0.3381905294796009,-0.18821859479151426
COL2A1,FGA,-0.8179742738513117,0.02455085333453347,7,Antagonistic (opposite changes),0.10611326680673439,1.0154344855350548
FGB,VTN,0.8179002371938812,0.0038372189619976303,10,Synergistic (both change together),0.7383429907808443,1.078054613707371
FBLN2,SERPINC1,-0.8178973766174894,0.04672266234314937,6,Antagonistic (opposite changes),-0.20693301955331878,1.1591244992394432
FBLN1,LTBP1,0.8177567166779953,0.04679253353365049,6,Synergistic (both change together),-0.031510668662655394,0.15551474121507974
FGB,FMOD,0.8176450019316337,0.0468480611199263,6,Synergistic (both change together),1.1351632633861939,-0.3198289781519718
Kng1,Postn,-0.8176426564972784,0.046849227241397284,6,Antagonistic (opposite changes),0.0691670538602727,-0.4883051414462621
AMBP,C7,0.8173542060279144,0.04699274417496887,6,Synergistic (both change together),0.7037380016563812,0.8861453129831608
Ctsf,Tgm2,-0.8173196067340258,0.04700997256716024,6,Antagonistic (opposite changes),0.8758853187594022,-0.09762597104596887
Ctsl,Tgfbi,0.8170262982048837,0.04715614068395335,6,Synergistic (both change together),-0.12495476780965924,0.09830488438607338
SERPINE2,TGM2,-0.8170022195976963,0.04716814944506308,6,Antagonistic (opposite changes),0.23012966724943087,-0.15378739939004557
AMBP,S100A6,-0.8168304692037396,0.047253848001173486,6,Antagonistic (opposite changes),0.7640714286963246,0.0375331886952647
F13A1,SERPIND1,0.8159153928881303,0.02522130332418852,7,Synergistic (both change together),0.058942539113059085,0.6423569216555277
ASPN,S100A10,0.8154141516184883,0.025386067096918503,7,Synergistic (both change together),-0.10029976893254977,-0.11744275900581548
Lum,Prelp,0.8153785006055853,0.013634175739181405,8,Synergistic (both change together),-0.048241307434516954,-0.0056866110061061514
Fbln1,Postn,-0.8147531704774263,0.048296080747478445,6,Antagonistic (opposite changes),-0.062005883396419104,-0.4883051414462621
Lum,Tgm2,0.8147145707357921,0.013774464936504287,8,Synergistic (both change together),-0.048241307434516954,-0.0911309328257946
Fmod,Serpine2,-0.8145426249111367,0.04840230587004067,6,Antagonistic (opposite changes),-0.1313795506474098,0.20046319532259047
POSTN,SLPI,-0.8142731295339779,0.048538430600549715,6,Antagonistic (opposite changes),0.32447884551208783,0.057429980118959646
HPX,SERPINF2,0.814103002488736,0.007564402865829944,9,Synergistic (both change together),0.941379431282924,0.5842383786198111
Anxa5,Itih4,-0.8140049585407583,0.048674062482791935,6,Antagonistic (opposite changes),0.08676232082155748,0.22372083451910682
AGT,F13A1,0.8138075003601579,0.02591826441225803,7,Synergistic (both change together),0.11728585118695053,0.19198984504920671
F13A1,SPARC,-0.8136860024585024,0.04883560840808882,6,Antagonistic (opposite changes),0.34220682529734114,-0.04477762538938623
LTBP4,MMRN2,0.8136079492554092,0.048875178876335065,6,Synergistic (both change together),-0.17200221600779628,-0.10783180621372986
ITIH4,SERPINA3,0.8133511102443453,0.014065407863498282,8,Synergistic (both change together),0.8011549147126531,0.3604975412848366
Col3a1,Ctsl,0.8133058173152645,0.02608571833500204,7,Synergistic (both change together),-0.14672899972095316,-0.11246900896864652
COL7A1,VWA1,0.8131572205317783,0.02613543403254305,7,Synergistic (both change together),-0.0002687307775186078,-0.2569825992655254
S100A10,TNC,0.8131460848808435,0.026139161806333414,7,Synergistic (both change together),-0.11744275900581548,-0.23959787535378574
A2M,FN1,0.8130327287188728,0.007709334415561741,9,Synergistic (both change together),0.42651578697598913,0.19661268435301246
C7,F2,0.812993445215857,0.049187231964930016,6,Synergistic (both change together),0.8861453129831608,1.0539158290472985
COL16A1,SLPI,-0.8129641222851455,0.04920214555604723,6,Antagonistic (opposite changes),-0.07761661929243678,0.057429980118959646
Col6a6,Itih1,-0.8127111698112239,0.04933088380374865,6,Antagonistic (opposite changes),0.09266303998829771,0.4469065231927469
Anxa2,Serpinf1,0.8123826457303129,0.02639544384198936,7,Synergistic (both change together),-0.2365950765574653,-0.6983844682242608
Fbln1,Pcolce,-0.8122229397686376,0.049579805888009955,6,Antagonistic (opposite changes),-0.062005883396419104,-1.0826789831978638
LAMB2,PLOD1,-0.8121120390653721,0.026486622396324593,7,Antagonistic (opposite changes),-0.30527973932534,0.16640144448686936
LMAN1,S100A8,-0.8118939003157443,0.04974789295166277,6,Antagonistic (opposite changes),-0.02454932201698795,-0.057281850747383435
EMILIN1,SERPINB6,0.8117277264880421,0.04983288169197196,6,Synergistic (both change together),-0.100654095985978,-0.09038445099938412
ANXA1,EMILIN1,0.8116766552839232,0.004354298128328529,10,Synergistic (both change together),-0.20103110546682754,-0.11226868477873894
C7,HPX,0.811631108684504,0.049882327281275486,6,Synergistic (both change together),0.8861453129831608,1.3055910775858217
HPX,TGM2,-0.8115273716527681,0.014460571322631108,8,Antagonistic (opposite changes),0.9773236336312497,-0.11355211025626874
ECM1,F13A1,0.8112742508191906,0.007951530015591648,9,Synergistic (both change together),0.3937228846440428,0.18216562088947463
COL6A6,VCAN,-0.8111478638224099,0.02681292984053646,7,Antagonistic (opposite changes),-0.11031711201275653,-0.1274773301417
COL7A1,LGALS3,0.8108087998830558,0.026928213497366155,7,Synergistic (both change together),-0.0002687307775186078,-0.26505338013908697
Fgb,Nid1,0.810760455738381,0.014628806677635869,8,Synergistic (both change together),-0.04772070013715641,-0.012732991057883683
ITIH2,VCAN,-0.8107249121225875,0.02695677868420124,7,Antagonistic (opposite changes),0.6666541582062119,-0.1669126353029162
Ctsh,Prelp,-0.8104550429420679,0.02704878905004244,7,Antagonistic (opposite changes),-0.0020335884664551946,-0.03836130115370535
ITIH1,VWF,0.8094699830028969,0.027386134564551936,7,Synergistic (both change together),0.3590281569623131,0.08009199568855795
HPX,KNG1,0.809413362641346,0.014927282129493163,8,Synergistic (both change together),0.7645932113790771,0.596443763384918
Col18a1,Col6a1,0.8093917059768622,0.027413042171268234,7,Synergistic (both change together),0.05408299949577402,0.09327728004618223
Itih3,Serpina1e,-0.8091954564896569,0.027480567844228854,7,Antagonistic (opposite changes),0.4346303345127314,-0.31863969619466015
ANXA5,DCN,-0.8091321851238739,0.008253461949342547,9,Antagonistic (opposite changes),0.06104716810429794,0.03679906003352937
Prelp,Serpina1e,-0.8090956315414096,0.027514951469639583,7,Antagonistic (opposite changes),0.0781826202231102,-0.31863969619466015
ASPN,LAMC1,-0.8090479082669735,0.008265497343816767,9,Antagonistic (opposite changes),-0.1279534722457295,0.045319696634847216
COL15A1,TGM2,0.8090450820937071,0.008265901149375145,9,Synergistic (both change together),-0.25573984641974185,-0.09321735881570614
COL15A1,HPX,-0.8085128257208565,0.01512893166795298,8,Antagonistic (opposite changes),-0.29695820815065965,0.9773236336312497
HSPG2,TGM2,0.8084296559526756,0.008354152344577358,9,Synergistic (both change together),-0.08748268047163192,-0.09321735881570614
Fn1,Lamb1,0.8082019111109389,0.015198947334874395,8,Synergistic (both change together),-0.2131751789967538,-0.2447180264408533
Lama2,Tinagl1,0.8081936474133924,0.015200811029750311,8,Synergistic (both change together),0.037950268479939556,0.07761373969521927
F13a1,Fn1,0.8079785118928826,0.027901377957593572,7,Synergistic (both change together),-0.18449893043111829,-0.24546461003810421
Lamb1,Prelp,-0.8074662707587029,0.01536541771054744,8,Antagonistic (opposite changes),-0.2447180264408533,-0.0056866110061061514
AEBP1,COL7A1,0.8074153369809953,0.028097334592235287,7,Synergistic (both change together),-0.0990614443586495,-0.0002687307775186078
FN1,PLG,0.8066742041173902,0.004804624802619003,10,Synergistic (both change together),0.1760713878503268,0.6738969372783365
FGB,TNXB,-0.8065562457556757,0.015572928524007074,8,Antagonistic (opposite changes),0.8796767451164815,-0.6400983568310906
ITIH1,VTN,0.80654609866844,0.004816575962497896,10,Synergistic (both change together),0.5338200839586702,1.078054613707371
LGALS1,SERPING1,0.8064939849628676,0.008635881068064833,9,Synergistic (both change together),-0.06685102021352102,0.1558876166198109
COL4A2,S100A8,0.8064412388464861,0.02843808865442355,7,Synergistic (both change together),-0.08079788217942242,0.013470678994406333
CTSD,VCAN,-0.8064375483381272,0.015600123761598892,8,Antagonistic (opposite changes),0.28317707730497677,-0.19290393574871084
COL6A2,ITIH4,-0.8063994694365869,0.004830281279334767,10,Antagonistic (opposite changes),-0.11689203379887136,0.6548662373974891
Anxa2,Serpinh1,0.8063909340571754,0.015610811892640677,8,Synergistic (both change together),-0.2500857194658389,-0.660101795524813
AMBP,LMAN1,-0.80584246619684,0.028648691739838358,7,Antagonistic (opposite changes),0.24975591258587068,-0.012887539658692397
C1QB,COL6A1,-0.8058174638586192,0.028657504624314812,7,Antagonistic (opposite changes),0.22100825499274176,-0.14782227382075114
Anxa1,Serpinf1,0.8057786142804795,0.02867120143157767,7,Synergistic (both change together),-0.16236360458709126,-0.6983844682242608
AMBP,ANXA4,-0.8056230195754457,0.004903320090870222,10,Antagonistic (opposite changes),0.5802685454104057,-0.1605981245102132
AEBP1,TGFBI,0.8055297750527245,0.004912144100538004,10,Synergistic (both change together),-0.1319484383981267,-0.0565702711377735
COL2A1,DPT,0.8053766982714002,0.02881311623523075,7,Synergistic (both change together),0.10611326680673439,0.11056193798144039
AMBP,ANXA2,-0.8051844170829765,0.02888114877603132,7,Antagonistic (opposite changes),0.32336333240685083,-0.14280606754515862
F2,KNG1,0.805123941793388,0.015903081563617978,8,Synergistic (both change together),0.5074328388963948,0.596443763384918
Fgb,Lum,-0.8049239803502622,0.01594951982862981,8,Antagonistic (opposite changes),-0.04772070013715641,-0.048241307434516954
COL15A1,SERPINC1,-0.8049171041426363,0.008870088265807038,9,Antagonistic (opposite changes),-0.25573984641974185,0.7417339589184824
Lama4,Nid2,0.8048752291628518,0.015960854498343596,8,Synergistic (both change together),-0.14065652433467157,-0.09108742941777595
AMBP,COL6A2,-0.804395336715337,0.005020409594955525,10,Antagonistic (opposite changes),0.5802685454104057,-0.11689203379887136
FBN1,SERPINA4,-0.804394856972034,0.029161452147575064,7,Antagonistic (opposite changes),-0.1405536329269216,0.73109649474363
Col6a1,Lamb1,0.8041811122370073,0.016122785446124763,8,Synergistic (both change together),0.0894762130104129,-0.2447180264408533
ECM1,ITIH4,0.8039645629685851,0.009013626290545074,9,Synergistic (both change together),0.3937228846440428,0.6631963154268427
Cst3,Lama4,0.8037249745736365,0.0294004581731901,7,Synergistic (both change together),-0.13620197574813211,-0.16845481275774227
LMAN1,POSTN,-0.8035716105820924,0.0294553303345723,7,Antagonistic (opposite changes),-0.012887539658692397,0.30143502079637435
Cstb,Lamb2,0.8031529270920785,0.029605422997566133,7,Synergistic (both change together),0.24789139790922574,0.15668292797332942
CTSB,CTSD,0.802926435083098,0.029686795520406015,7,Synergistic (both change together),0.2320133682581047,0.25677170683140343
LUM,SERPINF1,0.8028599245625783,0.009182041119587654,9,Synergistic (both change together),-0.1165101876417183,0.3732260344588023
Col6a1,Lama2,0.8027501858529066,0.016459849434622396,8,Synergistic (both change together),0.0894762130104129,0.037950268479939556
A2M,VTN,0.801954535017223,0.009321654301352449,9,Synergistic (both change together),0.42651578697598913,1.2113897463137586
F2,LUM,0.8017765920431091,0.00934926115131764,9,Synergistic (both change together),0.6832049998463996,-0.1165101876417183
F2,POSTN,0.8015324561212136,0.00938722728673329,9,Synergistic (both change together),0.6832049998463996,0.27373966559768276
ANXA6,IGFBP7,0.8014554287489992,0.016768614996486533,8,Synergistic (both change together),-0.10820938092686229,-0.10915208848148383
LAMA5,S100A9,-0.8014072528860731,0.005313718380996969,10,Antagonistic (opposite changes),-0.08086290793531087,0.22398606812151564
AMBP,S100A10,-0.8010040067859951,0.016877113857596167,8,Antagonistic (opposite changes),0.7105392071871196,-0.022742039128697322
LAMB1,S100A13,0.8008434434385391,0.03044102539872267,7,Synergistic (both change together),-0.40005255189931355,-0.12680750296788648
ITIH2,LUM,0.8007698433520497,0.030467868956880386,7,Synergistic (both change together),0.6666541582062119,0.0783451341917172
FBN1,FN1,-0.8006378816557743,0.005391174198602089,10,Antagonistic (opposite changes),-0.10636206112454953,0.1760713878503268
COL15A1,FGB,-0.8000244720160757,0.009624048606785876,9,Antagonistic (opposite changes),-0.25573984641974185,0.8239809924058503
COL2A1,LGALS3,0.7997153329408925,0.03085392535924893,7,Synergistic (both change together),0.10611326680673439,-0.0099241540494333
LUM,SERPINA4,0.7996457384149366,0.030879499543599788,7,Synergistic (both change together),-0.14416591785725513,0.73109649474363
ABI3BP,OGN,-0.7995224480864705,0.030924834621585427,7,Antagonistic (opposite changes),-0.07230707180963059,0.08171332444801967
MMRN2,S100A9,-0.7991517871591258,0.031061354237214657,7,Antagonistic (opposite changes),-0.10661199221282362,0.27127264039511007
HSPG2,TIMP3,-0.798962983473877,0.017373157732143714,8,Antagonistic (opposite changes),-0.11237407695035789,0.8571374706659904
SERPINF1,SERPINF2,0.7989508569294268,0.009795091438410003,9,Synergistic (both change together),0.3732260344588023,0.5842383786198111
COL4A2,DCN,0.7988372404516733,0.009813311410452295,9,Synergistic (both change together),-0.0069643507528000925,-0.020493979667401897
F13A1,VWA1,0.7984857569148918,0.009869821487104845,9,Synergistic (both change together),0.18216562088947463,-0.2581326446081609
FGB,LAMA5,-0.7984824219418605,0.00561245706418496,10,Antagonistic (opposite changes),0.7383429907808443,-0.08086290793531087
FBLN5,OGN,0.7983493817633709,0.009891806331843509,9,Synergistic (both change together),-0.16822169491109082,0.12810981252170167
FBN1,FGB,-0.7980569845279994,0.0056568855930354284,10,Antagonistic (opposite changes),-0.10636206112454953,0.7383429907808443
FBN1,ITIH4,-0.7974648239595542,0.0057191413207663055,10,Antagonistic (opposite changes),-0.10636206112454953,0.6548662373974891
F13A1,FGG,0.7974147514523506,0.010043366825852013,9,Synergistic (both change together),0.18216562088947463,0.7561699602675074
COL5A1,COL6A1,0.797210471659682,0.0057460314009224935,10,Synergistic (both change together),-0.3305389299163704,-0.18821859479151426
COL6A6,FGG,0.7967960969502157,0.03193684956154329,7,Synergistic (both change together),-0.11031711201275653,0.1093389760682153
Gpc1,Itih1,0.7967736924693565,0.0319452414915358,7,Synergistic (both change together),0.03561576358145219,0.39584383515533983
ANXA2,SERPINH1,0.7963667904207301,0.03209786687840145,7,Synergistic (both change together),-0.14280606754515862,-0.41787803188991307
CTSD,SERPINH1,0.7961911815240492,0.01806127378344928,8,Synergistic (both change together),0.28317707730497677,-0.37828696772446957
COL6A2,FGB,-0.7958027568255225,0.005896485353049237,10,Antagonistic (opposite changes),-0.11689203379887136,0.7383429907808443
AMBP,COL4A2,0.7957164358668763,0.01032276284340021,9,Synergistic (both change together),0.4420477707607243,-0.0069643507528000925
ANXA5,COL1A2,-0.7955446997887684,0.010351304159344281,9,Antagonistic (opposite changes),0.06104716810429794,-0.19163678369442946
AMBP,FGG,0.7954968142298594,0.005929551103184487,10,Synergistic (both change together),0.5802685454104057,0.7227086566268052
AGT,COL4A2,0.7953476309257623,0.03248192759951027,7,Synergistic (both change together),-0.3167353017100695,-0.02988085125638243
SPARC,TGFBI,-0.7952850545513729,0.032505591998631275,7,Antagonistic (opposite changes),-0.057609352805623036,-0.021895738597610064
HSPG2,LGALS3,0.7952322487780307,0.005958251107942668,10,Synergistic (both change together),-0.0673129638111728,-0.1779895227943937
MATN2,S100A9,-0.794801900284291,0.018412480519098263,8,Antagonistic (opposite changes),-0.19764837830567417,0.3116529432350613
DPT,HSPG2,0.7947827307219538,0.006007241208262992,10,Synergistic (both change together),0.0062002336984791654,-0.0673129638111728
Anxa1,Itih1,-0.7939801498127421,0.03300125719139537,7,Antagonistic (opposite changes),-0.1412670345914029,0.39584383515533983
COL15A1,S100A9,-0.7938073990514888,0.010643028301497284,9,Antagonistic (opposite changes),-0.25573984641974185,0.2876236869154525
AEBP1,ITIH2,0.7930287417317633,0.033365285811285415,7,Synergistic (both change together),-0.1505632320527608,0.6666541582062119
Cstb,Dcn,-0.7929498541274624,0.03339556982029026,7,Antagonistic (opposite changes),0.24789139790922574,-0.09173811681650694
HTRA1,NID2,-0.792917601901578,0.03340795547449002,7,Antagonistic (opposite changes),0.36376407403788785,-0.18869292057135092
COL6A2,HPX,-0.7929083404999921,0.01079614884735127,9,Antagonistic (opposite changes),-0.13912142068484906,0.941379431282924
Ctsh,Lama2,0.7927733316017058,0.03346339017944055,7,Synergistic (both change together),-0.0020335884664551946,0.042997015783127195
CTSB,MMRN2,-0.792722543779119,0.03348291718221141,7,Antagonistic (opposite changes),0.05900095424181216,-0.10661199221282362
Ctsh,Fn1,0.792353238397274,0.033625099374092776,7,Synergistic (both change together),-0.0020335884664551946,-0.17809931174524543
Col3a1,Tgm2,0.7922714204597552,0.019063079784622412,8,Synergistic (both change together),-0.25780494459478703,-0.0911309328257946
Anxa5,Prelp,-0.7922046366541626,0.019080441631788115,8,Antagonistic (opposite changes),0.07162012077808533,-0.0056866110061061514
DPT,OGN,0.7921187953175164,0.006303467069335158,10,Synergistic (both change together),0.0062002336984791654,0.1544387370502403
COL14A1,COL6A2,0.7917610771014628,0.010993687512541744,9,Synergistic (both change together),-0.3971837623992437,-0.13912142068484906
FGA,VWF,0.7915888464856257,0.03392045630497309,7,Synergistic (both change together),0.5561799407398579,0.08009199568855795
Fgg,Itih1,-0.7912726083600118,0.03404306989565212,7,Antagonistic (opposite changes),-0.07157570577999363,0.39584383515533983
HPX,SERPINA1,0.7908646952233641,0.01943087546682142,8,Synergistic (both change together),1.0050720136416453,0.4863513221770668
POSTN,SPARC,-0.7906474539446978,0.03428618337275875,7,Antagonistic (opposite changes),0.34389557704577994,-0.057609352805623036
Anxa1,Col12a1,-0.7904821665417096,0.034350622279469965,7,Antagonistic (opposite changes),-0.141165453005277,0.09189768736280823
Ctsz,Serpinf1,0.789479517232061,0.034742958996929744,7,Synergistic (both change together),-0.009726607805714086,-0.6983844682242608
Col3a1,Serpina1d,-0.7893713730739342,0.019826123173898556,8,Antagonistic (opposite changes),-0.25780494459478703,-0.021448140246537194
Anxa5,Fga,0.7893523502779757,0.019831190116567768,8,Synergistic (both change together),0.07162012077808533,-0.11827754524122158
Cst3,Ctsb,-0.7892305487012686,0.03484076482327874,7,Antagonistic (opposite changes),-0.13620197574813211,0.2611632040266308
FBN1,SERPINC1,-0.7885748318333581,0.006713457533168533,10,Antagonistic (opposite changes),-0.10636206112454953,0.5694566828288841
S100A10,SERPING1,0.7885700654853309,0.035100973211129594,7,Synergistic (both change together),-0.05725119236117554,0.194572280803123
ITIH4,SERPIND1,0.7885383803537354,0.02004875753762616,8,Synergistic (both change together),0.4520472238210247,0.5630406636622745
COL15A1,MATN2,0.788505447855381,0.02005759129007481,8,Synergistic (both change together),-0.2829313084636983,-0.19764837830567417
FN1,HPX,0.7884995469622622,0.011568528352053518,9,Synergistic (both change together),0.19661268435301246,0.941379431282924
LAMA5,SERPINF1,-0.7877931794165095,0.011695632222178273,9,Antagonistic (opposite changes),-0.09185875016923747,0.3732260344588023
FN1,SERPINF2,0.7877472943210678,0.006811852777682199,10,Synergistic (both change together),0.1760713878503268,0.521004156470529
ANXA4,LGALS3,0.7875937897141676,0.0068302165845806435,10,Synergistic (both change together),-0.1605981245102132,-0.1779895227943937
A2M,CTSD,0.7874570883894515,0.035541886800228434,7,Synergistic (both change together),0.5606951434431083,0.2981764680394733
Serpina1e,Serpinf1,0.7873787875370205,0.03557302148242199,7,Synergistic (both change together),-0.31863969619466015,-0.6983844682242608
SERPINC1,SERPINF2,0.7873533347337945,0.006859052895514896,10,Synergistic (both change together),0.5694566828288841,0.521004156470529
Gpc1,Itih5,-0.7870540758821157,0.03570229798556744,7,Antagonistic (opposite changes),-0.021669011751363598,-0.04717050705810827
COL5A2,TNC,0.7870077774019673,0.01183805618519906,9,Synergistic (both change together),-0.29409029680776366,-0.19355068501144695
Col6a1,Gpc1,-0.7870013058700819,0.020463649110145227,8,Antagonistic (opposite changes),0.0894762130104129,0.019613843098466727
Fgb,Lama2,0.7864172039885599,0.0206227020935091,8,Synergistic (both change together),-0.04772070013715641,0.037950268479939556
COL1A1,COL1A2,0.7860082795806814,0.007021953125724548,10,Synergistic (both change together),-0.04416498870121357,-0.1482311613822333
Col1a2,Tgfbi,0.7855115389301002,0.036319985979028864,7,Synergistic (both change together),-0.027209295513809097,0.07164883535758788
ABI3BP,SERPING1,0.7854992539948683,0.03632492894968726,7,Synergistic (both change together),-0.07230707180963059,0.194572280803123
MMRN2,OGN,0.7854955058832273,0.03632643711553265,7,Synergistic (both change together),-0.10661199221282362,0.1597245180601697
Dcn,Fn1,0.7854269618759795,0.020894103337453306,8,Synergistic (both change together),-0.07781454737709832,-0.2131751789967538
Serpina1d,Serpine2,-0.7854001157006684,0.036364831941340485,7,Antagonistic (opposite changes),-0.10886886985030271,0.23652112907404368
HPX,LUM,0.7850949336961254,0.012189796078496505,9,Synergistic (both change together),0.941379431282924,-0.1165101876417183
Fbln5,Serpina1b,-0.7849722168179998,0.03653733971149654,7,Antagonistic (opposite changes),-0.5570841495063636,0.1390667591522853
Fn1,Itih3,-0.7846416511969824,0.021110910926097848,8,Antagonistic (opposite changes),-0.2131751789967538,0.4243490387790778
ECM1,VCAN,-0.7845372857491126,0.012293644181633215,9,Antagonistic (opposite changes),0.3937228846440428,-0.15262025847823976
FGG,TNXB,-0.7843273586020577,0.02119807108734624,8,Antagonistic (opposite changes),0.9359886861706321,-0.6400983568310906
Nid1,Serpina1d,0.7840602429300533,0.021272323839465493,8,Synergistic (both change together),-0.012732991057883683,-0.021448140246537194
AMBP,COL2A1,-0.7836308519246629,0.03708105168843127,7,Antagonistic (opposite changes),0.5576854784573115,0.10611326680673439
Col12a1,Col1a2,0.7833446850159363,0.03719762446244763,7,Synergistic (both change together),0.09189768736280823,-0.09817618144133049
F13a1,Fga,0.7831747457153297,0.03726694693451003,7,Synergistic (both change together),-0.18449893043111829,-0.16521109690216412
FBN1,POSTN,-0.7823246073488006,0.007482117142229271,10,Antagonistic (opposite changes),-0.10636206112454953,0.266509171208546
Col6a2,Thbs4,0.782075912307086,0.03771691772678219,7,Synergistic (both change together),0.052368924853435424,0.0863428930825374
COL7A1,LAMB2,-0.782011059071702,0.03774356867893243,7,Antagonistic (opposite changes),-0.0002687307775186078,-0.17174176552112588
LAMC1,S100A10,-0.7815351536566615,0.0219822506294234,8,Antagonistic (opposite changes),-0.019387746525458452,-0.022742039128697322
FN1,LAMA5,-0.7815125781254986,0.007586358532920671,10,Antagonistic (opposite changes),0.1760713878503268,-0.08086290793531087
F2,VWF,0.781410507834329,0.03799085676091012,7,Synergistic (both change together),0.45275804937334857,0.08009199568855795
FBN1,SERPINF2,-0.7812318548830038,0.007622633466669052,10,Antagonistic (opposite changes),-0.10636206112454953,0.521004156470529
CST3,HSPG2,0.7807520064508184,0.022205382372807277,8,Synergistic (both change together),0.0737537586253566,-0.08383145341046702
A2M,KNG1,0.780674148285362,0.022227642046973736,8,Synergistic (both change together),0.3548068999191107,0.596443763384918
SERPINA1,SERPINA3,0.7804297000004998,0.02229761998324612,8,Synergistic (both change together),0.4863513221770668,0.3604975412848366
COL6A2,PLG,-0.7803546715006429,0.007736774495684613,10,Antagonistic (opposite changes),-0.11689203379887136,0.6738969372783365
FGB,LMAN1,-0.7801140639465635,0.03852774579400096,7,Antagonistic (opposite changes),0.3676402104400437,-0.012887539658692397
COL6A1,ECM1,-0.7800031861067162,0.013160141923205797,9,Antagonistic (opposite changes),-0.15745109321072176,0.3937228846440428
Cst3,Lamb1,0.7798419555518755,0.03864096285839243,7,Synergistic (both change together),-0.13620197574813211,-0.3144267977259356
ANXA11,ANXA7,0.779082777724774,0.007904418525144005,10,Synergistic (both change together),-0.171797866026779,-0.22539963077476705
ANXA4,LAMA5,0.7789509558475678,0.00792193929383613,10,Synergistic (both change together),-0.1605981245102132,-0.08086290793531087
ANXA2,TGFBI,0.7779220461133027,0.039445019659802266,7,Synergistic (both change together),-0.14280606754515862,-0.09857034665031084
Cst3,Vwa1,0.7778871241242913,0.039459729904284035,7,Synergistic (both change together),-0.13620197574813211,0.034611855216042146
Ctsd,Serpina1e,-0.7773682322738178,0.03967866129014377,7,Antagonistic (opposite changes),0.30771635635273725,-0.31863969619466015
Anxa1,Fgg,0.7770782359284313,0.02327086656331477,8,Synergistic (both change together),-0.11659825039865925,0.0023504841203905516
COL15A1,FGG,-0.7768008972864751,0.013796187684494678,9,Antagonistic (opposite changes),-0.25573984641974185,0.7561699602675074
Lamb1,Lgals1,-0.7767931423894248,0.02335484973646351,8,Antagonistic (opposite changes),-0.2447180264408533,0.09333342209266493
FN1,ITIH5,-0.776775577167755,0.023360030259331623,8,Antagonistic (opposite changes),0.3461039567106786,-0.21432840859341795
ANXA6,SERPINB1,0.7766822129846561,0.02338757818807387,8,Synergistic (both change together),-0.07337344173423747,-0.02251680202516882
COL15A1,SERPINA1,-0.7765609113250997,0.04002062030639151,7,Antagonistic (opposite changes),-0.33392250216245517,0.4576973676057685
FBN1,FGG,-0.7761428459777671,0.008301736548338112,10,Antagonistic (opposite changes),-0.10636206112454953,0.7227086566268052
Fga,Nid1,0.7761085634864984,0.02355728090643758,8,Synergistic (both change together),-0.11827754524122158,-0.012732991057883683
FBN1,LMAN1,0.7759819379544366,0.04026685749712376,7,Synergistic (both change together),-0.07787969724966957,-0.012887539658692397
Ctsl,Lama2,0.7759251493919216,0.040291054649059306,7,Synergistic (both change together),-0.11246900896864652,-0.031113756461816515
A2M,SERPIND1,0.7759161168465496,0.023614382964517396,8,Synergistic (both change together),0.3251619918007454,0.5630406636622745
COL12A1,COL6A2,0.7754270027291496,0.008400576431762397,10,Synergistic (both change together),-0.21473950109190923,-0.11689203379887136
Cstb,Serpinh1,-0.7751164247141888,0.040636518360445344,7,Antagonistic (opposite changes),0.24789139790922574,-0.6598914180318772
LAMA5,SERPINA4,-0.7750844304084099,0.040650218938272246,7,Antagonistic (opposite changes),-0.1788687054699706,0.73109649474363
F13A1,HPX,0.7748472307215992,0.02393310124095446,8,Synergistic (both change together),0.19254889800566838,0.9773236336312497
FBN1,IGFBP7,0.7748355097675833,0.02393661086433619,8,Synergistic (both change together),-0.1958823466898899,-0.10915208848148383
F13A1,FGB,0.7746101896830224,0.014242966008184003,9,Synergistic (both change together),0.18216562088947463,0.8239809924058503
Anxa2,Sparc,0.7744810738845535,0.04090906595431922,7,Synergistic (both change together),-0.2365950765574653,-0.45717885411117437
LAMA2,OGN,0.7744101706999447,0.024064186737367967,8,Synergistic (both change together),-0.17716406723375083,0.12635960679004804
ABI3BP,PRELP,-0.7740985364150426,0.04107364951166535,7,Antagonistic (opposite changes),-0.07230707180963059,0.09924197449358482
Col18a1,Lgals1,-0.7738661419353419,0.04117381362896376,7,Antagonistic (opposite changes),0.05408299949577402,0.07615276974567674
ECM1,FGG,0.7737309612765344,0.014424966336424648,9,Synergistic (both change together),0.3937228846440428,0.7561699602675074
COL1A1,SERPINB1,-0.7735213494405379,0.024332137451398297,8,Antagonistic (opposite changes),-0.059401919253670575,-0.02251680202516882
MFAP4,NID1,0.7732983255659003,0.04141911474945856,7,Synergistic (both change together),0.010304436619592633,-0.20248874738785944
SERPINB1,SERPING1,0.7731162958403763,0.02445485831251967,8,Synergistic (both change together),-0.02251680202516882,0.14517978526013525
ANXA2,ANXA6,0.7730441246180149,0.04152919242707569,7,Synergistic (both change together),-0.14280606754515862,-0.011884124669072077
Anxa2,Dcn,0.7729474478330092,0.024506127927837174,8,Synergistic (both change together),-0.2500857194658389,-0.07781454737709832
Anxa5,Serpinf1,0.7727881991504427,0.04164017991006729,7,Synergistic (both change together),-0.0667443119966515,-0.6983844682242608
POSTN,SERPINF2,0.7727301653287464,0.00878041879501282,10,Synergistic (both change together),0.266509171208546,0.521004156470529
