Source,Target,Correlation,Evidence
MASP2,LAMA2,1.0,Co-regulation
LAMA2,MFAP4,0.9142990393754166,Co-regulation
MFAP5,LAMA2,0.9999999999999998,Co-regulation
LAMA2,MGP,-0.9999999999999998,Co-regulation
MMP2,LAMA2,1.0,Co-regulation
LAMA2,MMP9,0.9392235991011977,Co-regulation
LAMA2,MMRN2,0.7042071132521482,Co-regulation
MXRA5,LAMA2,1.0000000000000002,Co-regulation
LAMA2,NELL1,1.0,Co-regulation
LAMA2,NID1,0.9183006720892568,Co-regulation
OGN,LAMA2,0.8851951247971145,Co-regulation
OMD,LAMA2,1.0000000000000002,Co-regulation
LAMA2,PAPLN,1.0,Co-regulation
PCOLCE,LAMA2,1.0000000000000002,Co-regulation
LAMA2,PLOD1,1.0000000000000002,Co-regulation
PODN,LAMA2,1.0000000000000002,Co-regulation
LAMA2,PRG2,0.9859824016437222,Co-regulation
LAMA2,PRSS2,0.9999999999999999,Co-regulation
LAMA2,PXDN,0.9077495455094192,Co-regulation
S100A1,LAMA2,-1.0000000000000002,Co-regulation
LAMA2,S100A10,-0.7826893959586175,Co-regulation
S100A13,LAMA2,1.0,Co-regulation
S100A16,LAMA2,0.9999999999999999,Co-regulation
LAMA2,S100A4,-1.0,Co-regulation
LAMA2,S100A6,-1.0,Co-regulation
S100A7,LAMA2,1.0,Co-regulation
SBSPON,LAMA2,-0.9734084731546396,Co-regulation
LAMA2,SDC2,1.0000000000000002,Co-regulation
LAMA2,SEMA3B,1.0,Co-regulation
LAMA2,SEMA3C,1.0000000000000002,Co-regulation
SERPINA10,LAMA2,1.0000000000000002,Co-regulation
SERPINA5,LAMA2,0.7749578975947744,Co-regulation
SERPINA7,LAMA2,-0.9999999999999998,Co-regulation
LAMA2,SERPINB12,0.9999999999999998,Co-regulation
SERPINB8,LAMA2,-1.0000000000000002,Co-regulation
LAMA2,SERPINE1,1.0000000000000002,Co-regulation
SERPINE2,LAMA2,-1.0000000000000002,Co-regulation
SFRP2,LAMA2,1.0000000000000002,Co-regulation
LAMA2,SMOC2,1.0,Co-regulation
LAMA2,SPARC,-1.0,Co-regulation
LAMA2,SPON1,1.0,Co-regulation
LAMA2,SRPX,-0.9266502846556218,Co-regulation
LAMA2,SRPX2,-1.0000000000000002,Co-regulation
LAMA2,THBS1,1.0,Co-regulation
LAMA2,THBS2,1.0000000000000002,Co-regulation
LAMA2,THBS3,-1.0000000000000002,Co-regulation
LAMA2,THBS4,-1.0,Co-regulation
LAMA2,THSD4,1.0,Co-regulation
LAMA2,TIMP1,1.0,Co-regulation
TIMP3,LAMA2,-0.8981214748689328,Co-regulation
LAMA2,TINAGL1,0.785096149449546,Co-regulation
TNXB,LAMA2,-0.9975398894252012,Co-regulation
VIT,LAMA2,-1.0000000000000002,Co-regulation
LAMA2,VWF,0.8239074366010694,Co-regulation
LAMA3,LAMA4,1.0,Co-regulation
LAMA3,LAMA5,1.0000000000000002,Co-regulation
LAMB1,LAMA3,0.9999999999999999,Co-regulation
LAMA3,LAMB2,-1.0,Co-regulation
LAMA3,LAMC1,0.9999999999999999,Co-regulation
LAMA3,LGALS1,1.0,Co-regulation
LAMA3,LGALS3,1.0,Co-regulation
LAMA3,LUM,-0.9999999999999999,Co-regulation
LAMA3,MATN2,0.9999999999999998,Co-regulation
LAMA3,MFAP2,-1.0000000000000002,Co-regulation
LAMA3,MFAP4,0.9999999999999999,Co-regulation
MFAP5,LAMA3,0.9999999999999998,Co-regulation
LAMA3,MFGE8,0.9999999999999998,Co-regulation
LAMA3,MMRN2,1.0000000000000002,Co-regulation
LAMA3,NID1,-1.0,Co-regulation
LAMA3,NID2,1.0,Co-regulation
LAMA3,OGN,1.0000000000000002,Co-regulation
LAMA3,PAPLN,0.9999999999999999,Co-regulation
PLG,LAMA3,1.0000000000000002,Co-regulation
LAMA3,POSTN,1.0,Co-regulation
LAMA3,PRELP,-1.0,Co-regulation
LAMA3,PRG2,1.0,Co-regulation
LAMA3,PXDN,-1.0,Co-regulation
LAMA3,S100A11,1.0000000000000002,Co-regulation
LAMA3,S100A8,-0.9999999999999998,Co-regulation
LAMA3,S100A9,-1.0,Co-regulation
LAMA3,SBSPON,-1.0,Co-regulation
SERPINA1,LAMA3,1.0000000000000002,Co-regulation
LAMA3,SERPINA3,-0.9999999999999998,Co-regulation
SERPINA4,LAMA3,0.9999999999999999,Co-regulation
LAMA3,SERPINB1,1.0,Co-regulation
SERPINC1,LAMA3,1.0000000000000002,Co-regulation
SERPIND1,LAMA3,0.9999999999999999,Co-regulation
LAMA3,SERPINF1,0.9999999999999998,Co-regulation
SERPINF2,LAMA3,1.0,Co-regulation
LAMA3,SERPING1,1.0,Co-regulation
SERPINH1,LAMA3,1.0,Co-regulation
LAMA3,SLPI,-1.0,Co-regulation
LAMA3,TGFBI,1.0,Co-regulation
LAMA3,TGM2,0.9999999999999999,Co-regulation
TGM3,LAMA3,-1.0000000000000002,Co-regulation
TIMP3,LAMA3,-1.0,Co-regulation
LAMA3,TINAGL1,-1.0,Co-regulation
LAMA3,TNC,1.0,Co-regulation
LAMA3,VCAN,-1.0000000000000002,Co-regulation
VTN,LAMA3,-1.0,Co-regulation
LAMA3,VWA1,1.0,Co-regulation
LAMA3,VWF,1.0000000000000002,Co-regulation
LAMA4,LGALS1,0.862424742150691,Co-regulation
LGALS8,LAMA4,1.0,Co-regulation
LOX,LAMA4,-1.0,Co-regulation
LOXL1,LAMA4,1.0000000000000002,Co-regulation
LAMA4,LTBP2,1.0,Co-regulation
MASP2,LAMA4,1.0,Co-regulation
LAMA4,MATN2,0.7060255581517613,Co-regulation
MFAP5,LAMA4,0.9999999999999999,Co-regulation
LAMA4,MFGE8,0.8034011980916619,Co-regulation
LAMA4,MGP,-1.0,Co-regulation
MMP2,LAMA4,0.9999999999999999,Co-regulation
LAMA4,MMP9,0.9519630020953758,Co-regulation
MXRA5,LAMA4,1.0,Co-regulation
LAMA4,NELL1,1.0,Co-regulation
OMD,LAMA4,1.0,Co-regulation
P3H1,LAMA4,0.9212952154825984,Co-regulation
P4HA1,LAMA4,0.7572708888258579,Co-regulation
P4HA2,LAMA4,0.9952340133674649,Co-regulation
LAMA4,PAPLN,1.0,Co-regulation
PCOLCE,LAMA4,1.0,Co-regulation
LAMA4,PLOD1,1.0,Co-regulation
LAMA4,PLXNB2,1.0,Co-regulation
PODN,LAMA4,1.0,Co-regulation
POSTN,LAMA4,0.7221696505936293,Co-regulation
LAMA4,PRG2,0.8934326299663546,Co-regulation
LAMA4,PRSS2,0.9999999999999999,Co-regulation
S100A1,LAMA4,-1.0,Co-regulation
S100A11,LAMA4,0.7941520235103322,Co-regulation
S100A16,LAMA4,0.9995024297898562,Co-regulation
LAMA4,S100A4,-1.0,Co-regulation
S100A7,LAMA4,-0.9910949150735078,Co-regulation
SBSPON,LAMA4,-0.8631294908536299,Co-regulation
LAMA4,SDC2,0.998207316815456,Co-regulation
LAMA4,SEMA3B,0.9999999999999999,Co-regulation
LAMA4,SEMA3C,1.0,Co-regulation
SERPINA10,LAMA4,1.0,Co-regulation
SERPINA5,LAMA4,0.7991444370090925,Co-regulation
SERPINA6,LAMA4,0.7072326204368539,Co-regulation
SERPINA7,LAMA4,-0.9999999999999999,Co-regulation
LAMA4,SERPINB1,0.803826814116258,Co-regulation
LAMA4,SERPINB12,1.0000000000000002,Co-regulation
LAMA4,SERPINB6,0.8249959623678836,Co-regulation
SERPINB8,LAMA4,1.0000000000000002,Co-regulation
LAMA4,SERPINE1,1.0,Co-regulation
SERPINE2,LAMA4,-1.0,Co-regulation
SERPINH1,LAMA4,0.9575043202265623,Co-regulation
SFRP2,LAMA4,1.0,Co-regulation
LAMA4,SLPI,-0.9435898230829937,Co-regulation
LAMA4,SMOC2,1.0,Co-regulation
LAMA4,SPARC,-0.9833026471626453,Co-regulation
SPON1,LAMA4,0.9999999999999998,Co-regulation
LAMA4,SRPX2,-1.0,Co-regulation
LAMA4,TGFBI,0.94228106356993,Co-regulation
TGM3,LAMA4,-0.845272611677042,Co-regulation
LAMA4,THBS2,1.0000000000000002,Co-regulation
LAMA4,THBS3,-1.0,Co-regulation
LAMA4,THBS4,-1.0,Co-regulation
LAMA4,THSD4,1.0000000000000002,Co-regulation
LAMA4,TIMP1,0.9999999999999999,Co-regulation
VCAN,LAMA4,-0.8127242213862713,Co-regulation
VIT,LAMA4,-1.0000000000000002,Co-regulation
VWA1,LAMA4,0.9433872875602647,Co-regulation
LAMB1,LAMA5,-0.85024764587052,Co-regulation
LAMB2,LAMA5,0.7348695470931896,Co-regulation
LGALS3,LAMA5,0.7380488294798885,Co-regulation
LGALS8,LAMA5,1.0,Co-regulation
LAMA5,LMAN1,0.8760009611069622,Co-regulation
LOX,LAMA5,1.0,Co-regulation
LOXL1,LAMA5,-1.0,Co-regulation
LRG1,LAMA5,-0.9888236351477528,Co-regulation
LAMA5,LTBP2,1.0,Co-regulation
LTBP4,LAMA5,0.9969062108797241,Co-regulation
MASP2,LAMA5,1.0,Co-regulation
LAMA5,MFAP2,-0.9292840305992064,Co-regulation
LAMA5,MFAP4,0.7052271031970195,Co-regulation
MFAP5,LAMA5,0.9999999999999998,Co-regulation
LAMA5,MFGE8,-0.7870123947066259,Co-regulation
LAMA5,MGP,1.0,Co-regulation
MMP2,LAMA5,-0.9999999999999998,Co-regulation
LAMA5,MMP9,0.778557038970158,Co-regulation
MMRN2,LAMA5,0.9045172558509289,Co-regulation
MXRA5,LAMA5,-1.0,Co-regulation
NELL1,LAMA5,0.9999999999999999,Co-regulation
NID1,LAMA5,0.725044460000818,Co-regulation
OMD,LAMA5,-1.0,Co-regulation
P3H1,LAMA5,-0.9995522091511961,Co-regulation
P4HA1,LAMA5,-0.9420182514696448,Co-regulation
P4HA2,LAMA5,-0.8928592817733941,Co-regulation
LAMA5,PAPLN,1.0,Co-regulation
PCOLCE,LAMA5,-1.0,Co-regulation
PLOD1,LAMA5,1.0,Co-regulation
LAMA5,PLXNB2,1.0,Co-regulation
PODN,LAMA5,-0.9999999999999999,Co-regulation
LAMA5,PRG2,-0.7603240004839069,Co-regulation
LAMA5,PRSS2,-0.9999999999999999,Co-regulation
S100A1,LAMA5,-1.0,Co-regulation
S100A13,LAMA5,-0.9662034416121116,Co-regulation
S100A16,LAMA5,0.9961647954740771,Co-regulation
LAMA5,S100A4,-0.9999999999999999,Co-regulation
LAMA5,S100A6,0.8359852017588975,Co-regulation
LAMA5,S100A8,-0.8706615239863279,Co-regulation
S100A9,LAMA5,-0.714630918862787,Co-regulation
SBSPON,LAMA5,0.8000071043131749,Co-regulation
LAMA5,SEMA3B,-1.0,Co-regulation
LAMA5,SEMA3C,1.0,Co-regulation
SERPINA10,LAMA5,1.0,Co-regulation
SERPINA5,LAMA5,0.9411701705818843,Co-regulation
SERPINA6,LAMA5,-0.9148138866686853,Co-regulation
SERPINA7,LAMA5,-0.9999999999999998,Co-regulation
LAMA5,SERPINB12,1.0,Co-regulation
SERPINB8,LAMA5,-1.0000000000000002,Co-regulation
SERPINC1,LAMA5,-0.8624399849605283,Co-regulation
LAMA5,SERPINE1,1.0,Co-regulation
SERPINE2,LAMA5,-1.0,Co-regulation
SERPINF1,LAMA5,-0.7194132813381127,Co-regulation
SFRP2,LAMA5,-1.0,Co-regulation
LAMA5,SMOC2,-1.0000000000000002,Co-regulation
SPON1,LAMA5,0.9999999999999999,Co-regulation
LAMA5,SRPX2,1.0,Co-regulation
LAMA5,TGM2,0.977480793212069,Co-regulation
THBS1,LAMA5,-0.7112547801486476,Co-regulation
LAMA5,THBS2,-1.0000000000000002,Co-regulation
LAMA5,THBS3,0.9999999999999998,Co-regulation
LAMA5,THBS4,-1.0,Co-regulation
LAMA5,THSD4,1.0,Co-regulation
TIMP1,LAMA5,-1.0,Co-regulation
TIMP3,LAMA5,-0.7370768452950575,Co-regulation
VIT,LAMA5,1.0,Co-regulation
LAMB1,LGALS3,-0.8038371491245963,Co-regulation
LAMB1,LGALS8,-1.0,Co-regulation
LAMB1,LOX,-1.0,Co-regulation
LOXL1,LAMB1,1.0000000000000002,Co-regulation
LAMB1,LTBP1,0.968474163230041,Co-regulation
LAMB1,LTBP2,1.0000000000000002,Co-regulation
LAMB1,MASP2,-1.0,Co-regulation
MFAP5,LAMB1,1.0000000000000002,Co-regulation
LAMB1,MFGE8,0.7588716819530466,Co-regulation
LAMB1,MGP,-0.9999999999999999,Co-regulation
MMP2,LAMB1,1.0,Co-regulation
LAMB1,MXRA5,1.0,Co-regulation
LAMB1,NELL1,1.0000000000000002,Co-regulation
LAMB1,OMD,1.0,Co-regulation
P3H1,LAMB1,0.7864190818457831,Co-regulation
LAMB1,P4HA2,0.9857975893062179,Co-regulation
LAMB1,PAPLN,1.0,Co-regulation
LAMB1,PCOLCE,1.0,Co-regulation
LAMB1,PLOD1,1.0,Co-regulation
LAMB1,PLXNB2,-1.0000000000000002,Co-regulation
LAMB1,PODN,1.0,Co-regulation
LAMB1,PRG2,0.9954607318988664,Co-regulation
LAMB1,PRSS2,0.9999999999999999,Co-regulation
LAMB1,S100A1,-1.0,Co-regulation
LAMB1,S100A13,0.9950605291764401,Co-regulation
LAMB1,S100A16,-0.7862095495650402,Co-regulation
LAMB1,S100A4,-1.0000000000000002,Co-regulation
LAMB1,S100A6,-0.9132601788152391,Co-regulation
LAMB1,S100A8,0.8188484872621229,Co-regulation
LAMB1,SBSPON,-0.9994937179479898,Co-regulation
LAMB1,SDC2,-0.9292325928757033,Co-regulation
LAMB1,SEMA3B,1.0,Co-regulation
LAMB1,SEMA3C,1.0,Co-regulation
SERPINA10,LAMB1,1.0,Co-regulation
SERPINA4,LAMB1,0.9026842743107645,Co-regulation
LAMB1,SERPINA7,-0.9999999999999999,Co-regulation
LAMB1,SERPINB12,-0.9999999999999998,Co-regulation
LAMB1,SERPINB6,-0.7950682445944348,Co-regulation
SERPINB8,LAMB1,1.0000000000000002,Co-regulation
SERPINC1,LAMB1,0.7009448275103362,Co-regulation
LAMB1,SERPINE1,1.0,Co-regulation
SERPINE2,LAMB1,-1.0,Co-regulation
LAMB1,SFRP2,1.0,Co-regulation
LAMB1,SLPI,-0.9658110638646038,Co-regulation
LAMB1,SMOC2,1.0,Co-regulation
LAMB1,SPON1,1.0,Co-regulation
LAMB1,SRPX2,-1.0,Co-regulation
LAMB1,THBS1,0.8149091607999537,Co-regulation
LAMB1,THBS2,1.0000000000000002,Co-regulation
LAMB1,THBS3,-0.9999999999999999,Co-regulation
LAMB1,THBS4,-1.0,Co-regulation
LAMB1,THSD4,-1.0,Co-regulation
LAMB1,TIMP1,1.0,Co-regulation
TNXB,LAMB1,-0.7476531745129084,Co-regulation
VIT,LAMB1,-1.0,Co-regulation
LAMB1,VWA1,0.9599629524514379,Co-regulation
LAMB1,VWF,0.7803444993962557,Co-regulation
LAMB2,LGALS8,1.0000000000000002,Co-regulation
LOX,LAMB2,1.0,Co-regulation
LOXL1,LAMB2,-1.0000000000000002,Co-regulation
LTBP1,LAMB2,0.7695577619687071,Co-regulation
LAMB2,LTBP2,1.0,Co-regulation
MASP2,LAMB2,1.0000000000000002,Co-regulation
MFAP5,LAMB2,-1.0,Co-regulation
LAMB2,MFGE8,-0.9482863760352668,Co-regulation
LAMB2,MGP,-1.0000000000000002,Co-regulation
MMP2,LAMB2,-1.0,Co-regulation
LAMB2,MMP9,0.8788958738773021,Co-regulation
MXRA5,LAMB2,-1.0,Co-regulation
LAMB2,NELL1,0.9999999999999999,Co-regulation
LAMB2,NID1,0.7985058936445323,Co-regulation
OMD,LAMB2,-1.0,Co-regulation
P3H1,LAMB2,-0.9699628488541165,Co-regulation
P4HA1,LAMB2,-0.9977859870339332,Co-regulation
P4HA2,LAMB2,-0.7365864259649306,Co-regulation
LAMB2,PAPLN,-1.0,Co-regulation
PCOLCE,LAMB2,-1.0000000000000002,Co-regulation
LAMB2,PLOD1,0.9999999999999999,Co-regulation
LAMB2,PLXNB2,1.0,Co-regulation
PODN,LAMB2,-1.0,Co-regulation
LAMB2,PRELP,0.7910738446120551,Co-regulation
LAMB2,PRG2,-0.7940960438217772,Co-regulation
LAMB2,PRSS2,1.0000000000000002,Co-regulation
LAMB2,PXDN,0.7230361042926974,Co-regulation
LAMB2,S100A1,-0.9999999999999999,Co-regulation
LAMB2,S100A11,-0.998533230108475,Co-regulation
LAMB2,S100A13,-0.8018193443963645,Co-regulation
LAMB2,S100A16,0.9334616240320496,Co-regulation
LAMB2,S100A4,-1.0,Co-regulation
LAMB2,SBSPON,0.7539298090953694,Co-regulation
LAMB2,SDC2,0.9945525329062352,Co-regulation
LAMB2,SEMA3B,1.0000000000000002,Co-regulation
LAMB2,SEMA3C,0.9999999999999998,Co-regulation
SERPINA10,LAMB2,1.0,Co-regulation
SERPINA6,LAMB2,-0.9902015081121186,Co-regulation
SERPINA7,LAMB2,-0.9999999999999998,Co-regulation
LAMB2,SERPINB12,1.0,Co-regulation
SERPINB8,LAMB2,-1.0000000000000002,Co-regulation
LAMB2,SERPINE1,0.9999999999999999,Co-regulation
SERPINE2,LAMB2,-1.0,Co-regulation
SFRP2,LAMB2,-1.0000000000000002,Co-regulation
LAMB2,SLPI,0.759117108501557,Co-regulation
LAMB2,SMOC2,1.0000000000000004,Co-regulation
LAMB2,SPON1,0.9999999999999999,Co-regulation
LAMB2,SRPX,-0.7814036678637426,Co-regulation
LAMB2,SRPX2,1.0000000000000002,Co-regulation
LAMB2,THBS2,-1.0000000000000002,Co-regulation
LAMB2,THBS3,1.0,Co-regulation
LAMB2,THBS4,-0.9999999999999998,Co-regulation
LAMB2,THSD4,1.0000000000000002,Co-regulation
LAMB2,TIMP1,1.0000000000000002,Co-regulation
LAMB2,TINAGL1,0.8528731677489304,Co-regulation
TNC,LAMB2,-0.7124052172916392,Co-regulation
VIT,LAMB2,1.0000000000000002,Co-regulation
LGALS8,LAMC1,1.0000000000000002,Co-regulation
LOX,LAMC1,-1.0,Co-regulation
LOXL1,LAMC1,-1.0,Co-regulation
LTBP2,LAMC1,1.0000000000000002,Co-regulation
MASP2,LAMC1,1.0,Co-regulation
MFAP4,LAMC1,0.9288762817462887,Co-regulation
MFAP5,LAMC1,1.0,Co-regulation
MGP,LAMC1,-0.9999999999999998,Co-regulation
MMP2,LAMC1,0.9999999999999999,Co-regulation
LAMC1,MMP9,0.9539181013306504,Co-regulation
MMRN2,LAMC1,0.7258190833957656,Co-regulation
MXRA5,LAMC1,1.0,Co-regulation
NELL1,LAMC1,1.0,Co-regulation
OGN,LAMC1,0.8355313033165064,Co-regulation
OMD,LAMC1,1.0,Co-regulation
PAPLN,LAMC1,1.0,Co-regulation
PCOLCE,LAMC1,1.0,Co-regulation
PLOD1,LAMC1,1.0,Co-regulation
LAMC1,PLXNB2,1.0,Co-regulation
PODN,LAMC1,1.0,Co-regulation
LAMC1,PRG2,0.9576260174038043,Co-regulation
LAMC1,PRSS2,0.9999999999999996,Co-regulation
PXDN,LAMC1,0.8873529765689298,Co-regulation
S100A1,LAMC1,-1.0,Co-regulation
S100A10,LAMC1,-0.7339874846720853,Co-regulation
S100A4,LAMC1,-0.9999999999999999,Co-regulation
SBSPON,LAMC1,-0.9374209781341782,Co-regulation
SDC2,LAMC1,-0.9145130520873167,Co-regulation
SEMA3B,LAMC1,0.9999999999999999,Co-regulation
SEMA3C,LAMC1,0.9999999999999999,Co-regulation
SERPINA10,LAMC1,0.9999999999999999,Co-regulation
SERPINA5,LAMC1,0.8030048173170433,Co-regulation
SERPINA7,LAMC1,-0.9999999999999999,Co-regulation
SERPINB12,LAMC1,1.0,Co-regulation
SERPINB8,LAMC1,-1.0,Co-regulation
SERPINE1,LAMC1,0.9999999999999999,Co-regulation
SERPINE2,LAMC1,-1.0,Co-regulation
SFRP2,LAMC1,1.0,Co-regulation
SMOC2,LAMC1,0.9999999999999998,Co-regulation
SPON1,LAMC1,0.9999999999999998,Co-regulation
SRPX,LAMC1,-0.9163527250011096,Co-regulation
LAMC1,SRPX2,-1.0,Co-regulation
THBS1,LAMC1,0.7599135056946337,Co-regulation
THBS2,LAMC1,1.0000000000000002,Co-regulation
LAMC1,THBS3,-1.0,Co-regulation
THBS4,LAMC1,-1.0,Co-regulation
THSD4,LAMC1,1.0,Co-regulation
TIMP1,LAMC1,0.9999999999999997,Co-regulation
TIMP3,LAMC1,-0.912865755533273,Co-regulation
TINAGL1,LAMC1,0.7515984564280485,Co-regulation
TNXB,LAMC1,-0.8298130068954686,Co-regulation
VIT,LAMC1,-1.0000000000000002,Co-regulation
VWF,LAMC1,0.8173475949469209,Co-regulation
LGALS8,LGALS1,-1.0,Co-regulation
LOX,LGALS1,-1.0,Co-regulation
LOXL1,LGALS1,1.0000000000000002,Co-regulation
LTBP1,LGALS1,-0.8516799054426918,Co-regulation
LTBP2,LGALS1,-1.0000000000000002,Co-regulation
MASP2,LGALS1,-1.0,Co-regulation
MFAP5,LGALS1,0.9999999999999999,Co-regulation
LGALS1,MFGE8,0.9354537822465098,Co-regulation
LGALS1,MGP,1.0,Co-regulation
MMP2,LGALS1,1.0,Co-regulation
LGALS1,MMP9,-0.8031170038863449,Co-regulation
MXRA5,LGALS1,1.0000000000000002,Co-regulation
NELL1,LGALS1,-1.0000000000000002,Co-regulation
OMD,LGALS1,1.0,Co-regulation
P3H1,LGALS1,0.9807172482144545,Co-regulation
P4HA1,LGALS1,0.9933285219179915,Co-regulation
P4HA2,LGALS1,0.768842900681638,Co-regulation
LGALS1,PAPLN,1.0,Co-regulation
PCOLCE,LGALS1,1.0000000000000002,Co-regulation
PLOD1,LGALS1,-1.0,Co-regulation
LGALS1,PLXNB2,-1.0000000000000004,Co-regulation
PODN,LGALS1,1.0,Co-regulation
LGALS1,PRG2,0.7750158428343336,Co-regulation
LGALS1,PRSS2,-1.0000000000000002,Co-regulation
S100A1,LGALS1,1.0,Co-regulation
LGALS1,S100A10,0.9237069320345033,Co-regulation
S100A11,LGALS1,0.9970742063506262,Co-regulation
LGALS1,S100A4,1.0000000000000002,Co-regulation
LGALS1,S100A6,0.7818153810916012,Co-regulation
S100A7,LGALS1,-0.9865752350427661,Co-regulation
SBSPON,LGALS1,-0.7333557078876239,Co-regulation
SDC2,LGALS1,0.7157914095885684,Co-regulation
LGALS1,SEMA3B,-1.0000000000000002,Co-regulation
LGALS1,SEMA3C,-1.0000000000000002,Co-regulation
SERPINA1,LGALS1,0.7703740499461316,Co-regulation
SERPINA10,LGALS1,-1.0,Co-regulation
SERPINA6,LGALS1,0.9821692761105311,Co-regulation
SERPINA7,LGALS1,0.9999999999999999,Co-regulation
LGALS1,SERPINB1,0.9508077597764607,Co-regulation
LGALS1,SERPINB12,-1.0,Co-regulation
SERPINB6,LGALS1,0.7008525245078447,Co-regulation
SERPINB8,LGALS1,1.0000000000000004,Co-regulation
SERPINE1,LGALS1,-1.0000000000000002,Co-regulation
SERPINE2,LGALS1,1.0,Co-regulation
SERPING1,LGALS1,0.9226251885375889,Co-regulation
SERPINH1,LGALS1,0.9063467344763216,Co-regulation
SFRP2,LGALS1,1.0,Co-regulation
LGALS1,SLPI,-0.781496689286618,Co-regulation
LGALS1,SMOC2,-1.0000000000000002,Co-regulation
LGALS1,SPARC,-0.8840037287645256,Co-regulation
SPON1,LGALS1,-1.0,Co-regulation
LGALS1,SRPX,0.7498872949516179,Co-regulation
LGALS1,SRPX2,-1.0,Co-regulation
TGFBI,LGALS1,0.8183507790512506,Co-regulation
THBS1,LGALS1,-0.8894846229964782,Co-regulation
LGALS1,THBS2,1.0,Co-regulation
LGALS1,THBS3,-1.0,Co-regulation
LGALS1,THBS4,1.0000000000000002,Co-regulation
LGALS1,THSD4,-0.9999999999999999,Co-regulation
TIMP1,LGALS1,-1.0,Co-regulation
LGALS1,TINAGL1,-0.814720446651985,Co-regulation
TNC,LGALS1,0.7192027344812452,Co-regulation
VIT,LGALS1,-1.0,Co-regulation
LGALS3,LGALS8,1.0000000000000002,Co-regulation
LOX,LGALS3,-1.0,Co-regulation
LOXL1,LGALS3,1.0000000000000002,Co-regulation
LRG1,LGALS3,-0.8027166100148687,Co-regulation
LGALS3,LTBP2,1.0,Co-regulation
LGALS3,MASP2,1.0000000000000002,Co-regulation
LGALS3,MFAP4,0.7653038894207627,Co-regulation
MFAP5,LGALS3,0.9999999999999998,Co-regulation
LGALS3,MGP,0.9999999999999998,Co-regulation
MMP2,LGALS3,0.9999999999999999,Co-regulation
LGALS3,MMP9,0.9939369284996473,Co-regulation
MXRA5,LGALS3,0.9999999999999998,Co-regulation
LGALS3,NELL1,0.9999999999999999,Co-regulation
LGALS3,OMD,0.9999999999999999,Co-regulation
P4HA2,LGALS3,0.8032854241350554,Co-regulation
LGALS3,PAPLN,0.9999999999999999,Co-regulation
PCOLCE,LGALS3,1.0,Co-regulation
LGALS3,PLOD1,1.0,Co-regulation
LGALS3,PLXNB2,1.0,Co-regulation
PODN,LGALS3,0.9999999999999998,Co-regulation
LGALS3,PRG2,0.8364990379792091,Co-regulation
LGALS3,PRSS2,-0.9999999999999997,Co-regulation
LGALS3,S100A1,-1.0,Co-regulation
LGALS3,S100A13,-0.8552308500952772,Co-regulation
LGALS3,S100A16,0.965337154147784,Co-regulation
LGALS3,S100A4,-1.0,Co-regulation
LGALS3,S100A8,-0.9581638806033712,Co-regulation
LGALS3,S100A9,-0.8314727294943509,Co-regulation
LGALS3,SBSPON,-0.8000433382705617,Co-regulation
LGALS3,SDC2,0.9397901386704829,Co-regulation
LGALS3,SEMA3B,-0.9999999999999998,Co-regulation
LGALS3,SEMA3C,1.0,Co-regulation
SERPINA10,LGALS3,1.0,Co-regulation
LGALS3,SERPINA5,0.9030888932180215,Co-regulation
SERPINA7,LGALS3,-0.9999999999999998,Co-regulation
LGALS3,SERPINB12,1.0,Co-regulation
LGALS3,SERPINB6,0.9663914152467626,Co-regulation
SERPINB8,LGALS3,1.0000000000000002,Co-regulation
LGALS3,SERPINE1,1.0,Co-regulation
SERPINE2,LGALS3,-0.9999999999999999,Co-regulation
LGALS3,SFRP2,1.0,Co-regulation
LGALS3,SMOC2,-0.9999999999999998,Co-regulation
LGALS3,SPARC,-0.7181319343827951,Co-regulation
LGALS3,SPON1,0.9999999999999999,Co-regulation
LGALS3,SRPX2,-1.0,Co-regulation
LGALS3,TGFBI,0.8123154356486186,Co-regulation
TGM3,LGALS3,-0.9796315441393119,Co-regulation
LGALS3,THBS2,1.0000000000000002,Co-regulation
LGALS3,THBS3,-0.9999999999999999,Co-regulation
LGALS3,THBS4,-1.0,Co-regulation
LGALS3,THSD4,1.0,Co-regulation
LGALS3,TIMP1,-0.9999999999999997,Co-regulation
TIMP3,LGALS3,-0.7402608146399503,Co-regulation
LGALS3,VCAN,-0.8035007788010144,Co-regulation
VIT,LGALS3,-1.0,Co-regulation
VWA1,LGALS3,0.8032856139655471,Co-regulation
LGALS3,VWF,0.7813185491920466,Co-regulation
LGALS8,LMAN1,1.0,Co-regulation
LRG1,LGALS8,-1.0,Co-regulation
LTBP1,LGALS8,0.9999999999999999,Co-regulation
LGALS8,LTBP4,0.9999999999999999,Co-regulation
LGALS8,LUM,-1.0,Co-regulation
MASP2,LGALS8,0.9999999999999998,Co-regulation
LGALS8,MATN2,1.0,Co-regulation
LGALS8,MFAP4,1.0,Co-regulation
LGALS8,MFGE8,-1.0,Co-regulation
LGALS8,MMP9,1.0,Co-regulation
LGALS8,MMRN2,0.9999999999999999,Co-regulation
LGALS8,NID1,1.0000000000000002,Co-regulation
NID2,LGALS8,1.0,Co-regulation
OGN,LGALS8,0.9999999999999998,Co-regulation
PLG,LGALS8,1.0,Co-regulation
POSTN,LGALS8,-0.9999999999999999,Co-regulation
LGALS8,PRELP,1.0,Co-regulation
