Protein_ID,Protein_Name,Gene_Symbol,Canonical_Gene_Symbol,Matrisome Category,Matrisome Division,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Match_Level,Match_Confidence,Zscore_Young,Zscore_Old,Zscore_Delta
Q9D8U4,Complement C1q tumor necrosis factor-related protein 2,C1qtnf2,C1qtnf2,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,27.2556475,27.205905,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.6461940206402128,-0.7236042240966615,-0.07741020345644867
Q9DC11,Plexin domain-containing protein 2,Plxdc2,Plxdc2,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,30.425289999999997,30.9634425,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.3671037523049884,0.4738081495464465,0.10670439724145814
Q9EPX2,Papilin,Papln,Papln,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,29.797365,30.230179999999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.16636344671007874,0.24013979876392405,0.0737763520538453
Q9ESQ1,,Col4a6,Col4a6,Collagens,Core matrisome,Lung,Lung,Mus musculus,29.418057500000003,30.50764,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.045103258846176754,0.3285578217885828,0.283454562942406
Q9ESZ9,Elastin,Eln,Eln,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.38666,30.460577500000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.35475419144161946,0.31356044123427734,-0.04119375020734212
Q9JHI0,Matrix metalloproteinase-19,Mmp19,Mmp19,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,25.901283333333335,25.973262499999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.0791684629756224,-1.1164097201904146,-0.03724125721479221
Q9JHQ0,Annexin A9,Anxa9,Anxa9,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,29.136985,29.00631,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.04475234420247757,-0.14987016966103217,-0.10511782545855461
Q9JI78,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Ngly1,Ngly1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.67141,26.4654575,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.8329679415543441,-0.9595622148108215,-0.12659427325647743
Q9JL15,Galectin-8;Galectin,Lgals8,Lgals8,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,27.25094,27.262927499999996,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.6476989535360009,-0.7054328959126958,-0.057733942376694825
Q9JLF6,Protein-glutamine gamma-glutamyltransferase K,Tgm1,Tgm1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.0310825,25.93453,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.0376731818789453,-1.1287525843034485,-0.09107940242450319
Q9JM58,Cytokine receptor-like factor 1,Crlf1,Crlf1,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,24.626416666666668,25.77994,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.4867284809067953,-1.1780156931457388,0.3087127877610565
Q9QUP5,Hyaluronan and proteoglycan link protein 1,Hapln1,Hapln1,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,27.143225,26.26337,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.6821341838854146,-1.0239613254141362,-0.3418271415287216
Q9QUR8,Semaphorin-7A,Sema7a,Sema7a,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,26.480675,27.893195,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.8939436985120145,-0.5045859041780528,0.38935779433396167
Q9QXT5,Epidermal growth factor-like protein 7,Egfl7,Egfl7,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,28.5570825,28.89776,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.23014041613025937,-0.1844617374521604,0.045678678678098966
Q9QZR9,Collagen alpha-4(IV) chain,Col4a4,Col4a4,Collagens,Core matrisome,Lung,Lung,Mus musculus,29.8317325,30.7924775,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.17735033599229152,0.4193268286122196,0.24197649261992807
Q9QZS0,Collagen alpha-3(IV) chain;Tumstatin,Col4a3,Col4a3,Collagens,Core matrisome,Lung,Lung,Mus musculus,31.07194,32.62279,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.5738302222065685,1.0025914893464516,0.42876126713988305
Q9QZZ6,Dermatopontin,Dpt,Dpt,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.513407500000003,30.18016,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.39527389026455484,0.22419995333866244,-0.1710739369258924
Q9R045,Angiopoietin-related protein 2,Angptl2,Angptl2,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.7086525,26.9546475,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.1407502957587352,-0.8036723111006194,0.3370779846581158
Q9R0E1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",Plod3,Plod3,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.10457,26.1347,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.014180084443096,-1.064964522352732,-0.05078443790963605
Q9R118,Serine protease HTRA1,Htra1,Htra1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,29.4679275,30.444995,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.061046116735283214,0.3085947746741169,0.24754865793883368
Q9WUR0,,Tinag,Tinag,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.76346,29.67434,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.4752127607742023,0.06301057682913801,-0.4122021839450643
Q9WVH9,Fibulin-5,Fbln5,Fbln5,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,32.2179725,31.985279999999996,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.940203458296387,0.799436534187328,-0.140766924109059
Q9WVL7,C-X-C motif chemokine 15,Cxcl15,Cxcl15,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,26.221175,25.74383,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.9769028246845348,-1.189522846650462,-0.2126200219659271
Q9Z0F8,Disintegrin and metalloproteinase domain-containing protein 17,Adam17,Adam17,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.3971275,27.4534475,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.6009645132379463,-0.6447199940650126,-0.04375548082706626
Q9Z175,Lysyl oxidase homolog 3,Loxl3,Loxl3,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.7834675,27.6517225,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.4774561170703502,-0.5815358107044766,-0.10407969363412639
Q9Z2L7,Cytokine receptor-like factor 3,Crlf3,Crlf3,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,26.4472975,26.588905,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.904614096330216,-0.9202232690264324,-0.015609172696216311
S4R239,Pulmonary surfactant-associated protein B,Sftpb,Sftpb,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,30.89005,30.51409,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.5156821086824075,0.3306132396812849,-0.18506886900112257
