Gene_Symbol,Compartment_A,Compartment_B,Delta_z_A,Delta_z_B,Antagonism_Magnitude,Tissue,Matrisome_Category,Mechanical_Stress_A,Mechanical_Stress_B,Protein_Type
Serpinf2,Ovary,Skeletal_muscle_TA,-0.1411064375268677,1.709162494944536,1.850268932471404,Ovary,ECM Regulators,0.5,0.0,Other
SERPING1,OAF,Cortex,-0.1602239976983652,1.6894077704904458,1.849631768188811,Intervertebral_disc_OAF,ECM Regulators,0.0,1.0,Other
COL1A2,Glomerular,Cortex,0.355299122161288,-1.491471787411,1.846770909572288,Kidney_Glomerular,Collagens,0.5,1.0,Structural
F2,Skin dermis,Glomerular,-0.4107919419263541,1.4353041167660954,1.8460960586924495,Skin dermis,ECM Regulators,0.5,0.5,Regulatory
ITIH2,IAF,Skin dermis,1.4340115104491171,-0.4109006223024836,1.8449121327516007,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
COL14A1,Skin dermis,Glomerular,-0.3742218129282688,1.469677100283282,1.8438989132115509,Skin dermis,Collagens,0.5,0.5,Structural
FBLN5,Tubulointerstitial,Cortex,0.8520354689849682,-0.9912024992428276,1.8432379682277957,Kidney_Tubulointerstitial,ECM Glycoproteins,0.5,1.0,Structural
FN1,Glomerular,Cortex,1.2440517015334844,-0.5907922119508683,1.8348439134843528,Kidney_Glomerular,ECM Glycoproteins,0.5,1.0,Other
C1qc,Skeletal_muscle_Soleus,Hippocampus,-1.004693517445366,0.8295263595766748,1.8342198770220408,Skeletal_muscle_Soleus,ECM-affiliated Proteins,1.0,0.0,Other
HPX,IAF,Cortex,1.8052578978604787,-0.0283054317155657,1.8335633295760445,Intervertebral_disc_IAF,ECM-affiliated Proteins,0.0,1.0,Other
Col6a2,Ovary,Skeletal_muscle_TA,0.3346429474620216,-1.49847146934696,1.8331144168089817,Ovary,Collagens,0.5,0.0,Other
Col6a2,Skeletal_muscle_Gastrocnemius,Skeletal_muscle_TA,0.3337025900712694,-1.49847146934696,1.8321740594182294,Skeletal_muscle_Gastrocnemius,Collagens,0.5,0.0,Other
SERPING1,NP,Cortex,-0.1408793595534258,1.6894077704904458,1.8302871300438714,Intervertebral_disc_NP,ECM Regulators,1.0,1.0,Other
Col6a2,Skeletal_muscle_EDL,Hippocampus,-0.3385227889456255,1.4898176173399929,1.8283404062856183,Skeletal_muscle_EDL,Collagens,0.5,0.0,Other
ANXA4,OAF,Cortex,-0.508375253315307,1.3198777097724466,1.8282529630877535,Intervertebral_disc_OAF,ECM-affiliated Proteins,0.0,1.0,Other
Col6a1,Skeletal_muscle_EDL,Hippocampus,-0.4779290312514246,1.346632851811959,1.8245618830633836,Skeletal_muscle_EDL,Collagens,0.5,0.0,Other
FGB,Skin dermis,Tubulointerstitial,-0.3396592394419053,1.4822642935237351,1.8219235329656405,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
S100A9,Skin dermis,Tubulointerstitial,-0.3207984106039429,1.4999470408270017,1.8207454514309447,Skin dermis,Secreted Factors,0.5,0.5,Other
F10,NP,Skeletal_muscle_Soleus,1.5844557267373018,-0.2298978949858741,1.814353621723176,Intervertebral_disc_NP,ECM Regulators,1.0,1.0,Regulatory
CST3,OAF,Glomerular,-0.1011139890820576,1.7131222697948385,1.814236258876896,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
COL15A1,OAF,Glomerular,-0.6018449451044272,1.2121423275969752,1.8139872727014024,Intervertebral_disc_OAF,Collagens,0.0,0.5,Structural
KNG1,NP,Cortex,1.5396765279520044,-0.2739201011754243,1.8135966291274288,Intervertebral_disc_NP,ECM Regulators,1.0,1.0,Other
FGB,Skin dermis,Glomerular,-0.3396592394419053,1.4738101855731935,1.813469425015099,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
COL6A2,NP,Glomerular,-0.7600671486513926,1.0506046206561088,1.8106717693075014,Intervertebral_disc_NP,Collagens,1.0,0.5,Structural
Tgm2,Skeletal_muscle_TA,Cortex,-0.7252697718124828,1.0844754087474078,1.8097451805598905,Skeletal_muscle_TA,ECM Regulators,0.0,1.0,Other
KNG1,Glomerular,Cortex,1.532802464828173,-0.2739201011754243,1.8067225660035975,Kidney_Glomerular,ECM Regulators,0.5,1.0,Other
Serpinb1a,Skeletal_muscle_Soleus,Cortex,-0.5430617504503122,1.2615593753115502,1.8046211257618623,Skeletal_muscle_Soleus,ECM Regulators,1.0,1.0,Other
MMP13,Glomerular,Tubulointerstitial,-0.7202485398131234,1.0831761078106603,1.8034246476237836,Kidney_Glomerular,ECM Regulators,0.5,0.5,Regulatory
COL4A2,IAF,Cortex,0.3512010202059882,-1.450860608643871,1.802061628849859,Intervertebral_disc_IAF,Collagens,0.0,1.0,Structural
ITIH1,IAF,Skin dermis,1.4105786311929374,-0.3864665471704187,1.797045178363356,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
ANXA6,NP,Cortex,-0.5417907817540639,1.253466524656303,1.795257306410367,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,1.0,Other
Fgb,Ovary,Skeletal_muscle_Gastrocnemius,0.844109594600927,-0.9471986280002724,1.7913082226011996,Ovary,ECM Glycoproteins,0.5,0.5,Other
Sparcl1,Lung,Skeletal_muscle_Gastrocnemius,0.4112135771678833,-1.3749910497762254,1.7862046269441088,Lung,ECM Glycoproteins,0.5,0.5,Other
C1QTNF5,NP,OAF,1.4373259848337316,-0.3454159298654002,1.782741914699132,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,0.0,Other
ITIH5,Skin dermis,Tubulointerstitial,1.1573622323389812,-0.6238085932840627,1.7811708256230439,Skin dermis,ECM Regulators,0.5,0.5,Other
CTSG,Skin dermis,Glomerular,-0.3412266313426476,1.4399379550289682,1.7811645863716157,Skin dermis,ECM Regulators,0.5,0.5,Other
ANXA5,OAF,Cortex,-0.4065138946748651,1.3713612027354216,1.7778750974102868,Intervertebral_disc_OAF,ECM-affiliated Proteins,0.0,1.0,Other
Ctsl,Skeletal_muscle_Soleus,Skeletal_muscle_TA,0.2556097117324761,-1.5213437733612167,1.7769534850936928,Skeletal_muscle_Soleus,ECM Regulators,1.0,0.0,Other
Col1a1,Skeletal_muscle_TA,Cortex,-1.7752984428959928,0.0004452726578946,1.7757437155538873,Skeletal_muscle_TA,Collagens,0.0,1.0,Other
COL6A2,IAF,Glomerular,-0.7234418321757603,1.0506046206561088,1.7740464528318691,Intervertebral_disc_IAF,Collagens,0.0,0.5,Structural
SERPINF2,NP,Glomerular,1.3383638069856956,-0.4308336639122539,1.7691974708979494,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
C1QA,NP,OAF,1.5802802015909472,-0.1883321041902641,1.7686123057812113,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,0.0,Other
ITIH1,IAF,Glomerular,1.4105786311929374,-0.3561296168317336,1.766708248024671,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
ANXA5,Skin dermis,Cortex,-0.3945206219765672,1.3713612027354216,1.7658818247119887,Skin dermis,ECM-affiliated Proteins,0.5,1.0,Other
Anxa4,Ovary,Cortex,-0.8349807613649501,0.9282008736087668,1.763181634973717,Ovary,ECM-affiliated Proteins,0.5,1.0,Other
ITIH5,Skin dermis,Glomerular,1.1573622323389812,-0.5955446681229948,1.752906900461976,Skin dermis,ECM Regulators,0.5,0.5,Other
Fbn1,Skeletal_muscle_Gastrocnemius,Skeletal_muscle_TA,0.392106437462429,-1.3536547670208692,1.7457612044832982,Skeletal_muscle_Gastrocnemius,ECM Glycoproteins,0.5,0.0,Other
Nid2,Ovary,Cortex,-0.8700361221329468,0.8746925198193186,1.7447286419522654,Ovary,ECM Glycoproteins,0.5,1.0,Other
F10,IAF,Skin dermis,1.4165291317520712,-0.3258707325407973,1.7423998642928684,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Regulatory
SERPINB6,Skin dermis,Cortex,-0.3966938162256404,1.3417596540969683,1.7384534703226087,Skin dermis,ECM Regulators,0.5,1.0,Other
FBLN5,Skin dermis,Glomerular,-0.3457967877730621,1.392048340478235,1.737845128251297,Skin dermis,ECM Glycoproteins,0.5,0.5,Structural
COL14A1,Tubulointerstitial,Cortex,0.6561924885470521,-1.076741476066409,1.7329339646134612,Kidney_Tubulointerstitial,Collagens,0.5,1.0,Structural
Pxdn,Lung,Skeletal_muscle_Soleus,0.1046317544381398,-1.6282055879822537,1.7328373424203936,Lung,ECM Glycoproteins,0.5,1.0,Other
Vcan,Ovary,Cortex,-1.1029551765489505,0.6280623906166412,1.7310175671655916,Ovary,Proteoglycans,0.5,1.0,Other
FGA,Glomerular,Cortex,1.1044041622684426,-0.6260514058273221,1.7304555680957647,Kidney_Glomerular,ECM Glycoproteins,0.5,1.0,Other
PLG,OAF,Skin dermis,1.370253099410103,-0.3564031244134669,1.7266562238235699,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Regulatory
ANXA6,IAF,Cortex,-0.4730704567503946,1.253466524656303,1.7265369814066975,Intervertebral_disc_IAF,ECM-affiliated Proteins,0.0,1.0,Other
DPT,Skin dermis,Glomerular,-0.3436237030836443,1.382665470374553,1.726289173458197,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
PLG,OAF,Cortex,1.370253099410103,-0.3547709704489309,1.725024069859034,Intervertebral_disc_OAF,ECM Regulators,0.0,1.0,Regulatory
ITIH5,NP,Skin dermis,-0.5635728093350514,1.1573622323389812,1.7209350416740326,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
AMBP,NP,Cortex,1.2390793979189092,-0.4812162765490885,1.7202956744679976,Intervertebral_disc_NP,ECM Regulators,1.0,1.0,Other
F10,IAF,OAF,1.4165291317520712,-0.3034731236953034,1.7200022554473746,Intervertebral_disc_IAF,ECM Regulators,0.0,0.0,Regulatory
Lama5,Skeletal_muscle_Soleus,Hippocampus,-0.3779740990687356,1.3372515276255494,1.7152256266942851,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,0.0,Other
Anxa1,Skeletal_muscle_EDL,Cortex,-1.1149947355981924,0.5982629133286932,1.7132576489268856,Skeletal_muscle_EDL,ECM-affiliated Proteins,0.5,1.0,Other
SERPINF1,IAF,Skin dermis,1.3283747708681823,-0.3816961364177061,1.7100709072858884,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Regulatory
SERPIND1,OAF,Cortex,0.896936283700567,-0.8127812039781145,1.7097174876786814,Intervertebral_disc_OAF,ECM Regulators,0.0,1.0,Other
DPT,OAF,Glomerular,-0.3259404593017196,1.382665470374553,1.7086059296762726,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
Kng1,Skeletal_muscle_Soleus,Cortex,-0.0789350814728663,1.6284725480352116,1.7074076295080778,Skeletal_muscle_Soleus,ECM Regulators,1.0,1.0,Other
SERPINF2,NP,Skin dermis,1.3383638069856956,-0.3690226959545697,1.7073865029402653,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
DPT,IAF,Glomerular,-0.3237415741842883,1.382665470374553,1.706407044558841,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
HRG,NP,Skin dermis,1.3559895206243464,-0.3467987315730133,1.7027882521973596,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
Lama5,Skeletal_muscle_TA,Hippocampus,-0.3647493576017508,1.3372515276255494,1.7020008852273003,Skeletal_muscle_TA,ECM Glycoproteins,0.0,0.0,Other
Anxa5,Ovary,Cortex,-1.2578118504713311,0.4397047110046927,1.697516561476024,Ovary,ECM-affiliated Proteins,0.5,1.0,Other
COL6A2,OAF,Glomerular,-0.6464206647357962,1.0506046206561088,1.697025285391905,Intervertebral_disc_OAF,Collagens,0.0,0.5,Structural
F2,Skeletal_muscle_Soleus,Glomerular,-0.2615993686230078,1.4353041167660954,1.6969034853891032,Skeletal_muscle_Soleus,ECM Regulators,1.0,0.5,Regulatory
COL6A2,Glomerular,Cortex,1.0506046206561088,-0.6432921853270736,1.6938968059831825,Kidney_Glomerular,Collagens,0.5,1.0,Structural
COL4A5,Skin dermis,Glomerular,1.469818742682114,-0.2233338868346632,1.6931526295167774,Skin dermis,Collagens,0.5,0.5,Other
Nid2,Skeletal_muscle_Soleus,Hippocampus,-1.0107064678727211,0.6817776440092297,1.6924841118819507,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,0.0,Other
ITIH5,OAF,Skin dermis,-0.5346379421624288,1.1573622323389812,1.69200017450141,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
Anxa4,Ovary,Hippocampus,-0.8349807613649501,0.8546521382106097,1.6896328995755598,Ovary,ECM-affiliated Proteins,0.5,0.0,Other
HRG,IAF,Skin dermis,1.3418473676512774,-0.3467987315730133,1.6886460992242907,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
COL28A1,IAF,OAF,-1.4048648088927915,0.2824304702571599,1.6872952791499514,Intervertebral_disc_IAF,Collagens,0.0,0.0,Other
COL5A2,IAF,Tubulointerstitial,-1.0817605550377642,0.6052419662725321,1.6870025213102964,Intervertebral_disc_IAF,Collagens,0.0,0.5,Structural
Mfge8,Ovary,Hippocampus,-0.4280024580530251,1.2583678625651211,1.6863703206181462,Ovary,ECM Glycoproteins,0.5,0.0,Other
Col15a1,Lung,Skeletal_muscle_Gastrocnemius,0.0585391358777828,-1.625395188791733,1.6839343246695158,Lung,Collagens,0.5,0.5,Other
FBLN1,NP,Cortex,-0.1793749185981045,1.50443532640121,1.6838102449993144,Intervertebral_disc_NP,ECM Glycoproteins,1.0,1.0,Structural
SLPI,OAF,Glomerular,1.2841183479962457,-0.3989111480196261,1.6830294960158718,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
ANXA4,Skin dermis,Cortex,-0.3608633168493398,1.3198777097724466,1.6807410266217864,Skin dermis,ECM-affiliated Proteins,0.5,1.0,Other
C1QTNF5,IAF,OAF,1.333377491577879,-0.3454159298654002,1.6787934214432794,Intervertebral_disc_IAF,ECM-affiliated Proteins,0.0,0.0,Other
Col6a2,Skeletal_muscle_TA,Cortex,-1.49847146934696,0.1799109202163848,1.678382389563345,Skeletal_muscle_TA,Collagens,0.0,1.0,Other
MMRN2,Skin dermis,Tubulointerstitial,-0.3638614240296285,1.3141866087970968,1.6780480328267253,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
ANXA5,NP,Cortex,-0.3059696206045783,1.3713612027354216,1.67733082334,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,1.0,Other
DPT,Glomerular,Tubulointerstitial,1.382665470374553,-0.2925712648021534,1.6752367351767063,Kidney_Glomerular,ECM Glycoproteins,0.5,0.5,Other
ANXA5,IAF,Cortex,-0.3031658214287127,1.3713612027354216,1.6745270241641343,Intervertebral_disc_IAF,ECM-affiliated Proteins,0.0,1.0,Other
ITIH5,IAF,Skin dermis,-0.515550581608721,1.1573622323389812,1.6729128139477023,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
MMRN2,IAF,Tubulointerstitial,-0.3512618417962692,1.3141866087970968,1.665448450593366,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
Serpinb6a,Skeletal_muscle_Soleus,Hippocampus,1.058872506050155,-0.600394324727031,1.6592668307771858,Skeletal_muscle_Soleus,ECM Regulators,1.0,0.0,Other
CTSB,IAF,Glomerular,0.5373025168766502,-1.1213864746296565,1.6586889915063066,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Regulatory
SERPINB6,IAF,Cortex,-0.3090791690305959,1.3417596540969683,1.6508388231275641,Intervertebral_disc_IAF,ECM Regulators,0.0,1.0,Other
COL6A3,Skin dermis,Glomerular,-0.3488667892423802,1.2978711952643578,1.646737984506738,Skin dermis,Collagens,0.5,0.5,Structural
F10,IAF,Skeletal_muscle_Soleus,1.4165291317520712,-0.2298978949858741,1.6464270267379453,Intervertebral_disc_IAF,ECM Regulators,0.0,1.0,Regulatory
ITIH4,OAF,Skin dermis,1.2658387657664878,-0.3800236847517011,1.645862450518189,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
CPN2,OAF,Skin dermis,-0.7452334627617752,0.8996041993038624,1.6448376620656375,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
SERPINB1,Tubulointerstitial,Cortex,-0.5578174682570165,1.086926497290119,1.6447439655471354,Kidney_Tubulointerstitial,ECM Regulators,0.5,1.0,Other
DPT,NP,Glomerular,-0.261390394957579,1.382665470374553,1.644055865332132,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
ANXA6,Skin dermis,Cortex,-0.3864753547583355,1.253466524656303,1.6399418794146385,Skin dermis,ECM-affiliated Proteins,0.5,1.0,Other
SERPINA3,Glomerular,Cortex,-0.4698281925990796,1.1698931716406338,1.6397213642397133,Kidney_Glomerular,ECM Regulators,0.5,1.0,Regulatory
Vwa1,Skeletal_muscle_TA,Cortex,-0.6356879083653479,1.0033536663111622,1.6390415746765101,Skeletal_muscle_TA,ECM Glycoproteins,0.0,1.0,Other
Fgg,Ovary,Skeletal_muscle_EDL,0.762670582451147,-0.8738046566794411,1.6364752391305881,Ovary,ECM Glycoproteins,0.5,0.5,Other
FN1,Tubulointerstitial,Cortex,1.0456306469147472,-0.5907922119508683,1.6364228588656156,Kidney_Tubulointerstitial,ECM Glycoproteins,0.5,1.0,Other
Nid2,Skeletal_muscle_TA,Cortex,-0.7576541023959089,0.8746925198193186,1.6323466222152274,Skeletal_muscle_TA,ECM Glycoproteins,0.0,1.0,Other
Fbn1,Skeletal_muscle_Soleus,Skeletal_muscle_EDL,0.5258266035105543,-1.1048760535705373,1.6307026570810916,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,0.5,Other
Col4a2,Ovary,Skeletal_muscle_Gastrocnemius,-0.0419906128090212,1.5791950478981385,1.6211856607071597,Ovary,Collagens,0.5,0.5,Other
Mfge8,Ovary,Skeletal_muscle_TA,-0.4280024580530251,1.1915484198455777,1.6195508778986027,Ovary,ECM Glycoproteins,0.5,0.0,Other
Matn2,Ovary,Hippocampus,1.0882385714070166,-0.5308388867185329,1.6190774581255494,Ovary,ECM Glycoproteins,0.5,0.0,Other
F2,OAF,Tubulointerstitial,0.8652385582173048,-0.7512171224286393,1.616455680645944,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Regulatory
FN1,Skin dermis,Glomerular,-0.3717979346692634,1.2440517015334844,1.615849636202748,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
SERPINA4,OAF,Tubulointerstitial,0.5250965451812879,-1.089228185195032,1.61432473037632,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
Itih1,Ovary,Skeletal_muscle_TA,-0.1562588402948845,1.457869839487048,1.6141286797819325,Ovary,ECM Regulators,0.5,0.0,Other
F13a1,Ovary,Skeletal_muscle_Soleus,0.5850023223884685,-1.029088070293329,1.6140903926817973,Ovary,ECM Regulators,0.5,1.0,Other
Tgm2,Skeletal_muscle_TA,Hippocampus,-0.7252697718124828,0.8886699209124882,1.613939692724971,Skeletal_muscle_TA,ECM Regulators,0.0,0.0,Other
Fbn2,Ovary,Skeletal_muscle_Gastrocnemius,-1.357348430908051,0.2561371732170867,1.6134856041251378,Ovary,ECM Glycoproteins,0.5,0.5,Other
CTSZ,NP,OAF,-1.4054431838740276,0.2074358791413846,1.6128790630154122,Intervertebral_disc_NP,ECM Regulators,1.0,0.0,Other
FGB,OAF,Cortex,0.9075413993237472,-0.704855650239366,1.6123970495631132,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,1.0,Other
Anxa3,Ovary,Cortex,-1.486845895413214,0.124235738365787,1.611081633779001,Ovary,ECM-affiliated Proteins,0.5,1.0,Other
HPX,Skin dermis,Glomerular,-0.3635684588701168,1.24608738213743,1.6096558410075468,Skin dermis,ECM-affiliated Proteins,0.5,0.5,Other
AGT,NP,Tubulointerstitial,0.3194268923293748,-1.2867613292729916,1.6061882216023664,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
Col4a1,Ovary,Skeletal_muscle_Gastrocnemius,-0.0836316760236478,1.5199700439720307,1.6036017199956785,Ovary,Collagens,0.5,0.5,Other
Col6a2,Lung,Skeletal_muscle_TA,0.104949984581462,-1.49847146934696,1.6034214539284222,Lung,Collagens,0.5,0.0,Other
Thbs4,Skeletal_muscle_Soleus,Skeletal_muscle_EDL,1.43697710767502,-0.1648102846783264,1.6017873923533463,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,0.5,Other
FGA,OAF,Cortex,0.9752142448614164,-0.6260514058273221,1.6012656506887386,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,1.0,Other
Col1a1,Skeletal_muscle_Soleus,Skeletal_muscle_Gastrocnemius,1.5507906286192616,-0.0503695173253319,1.6011601459445934,Skeletal_muscle_Soleus,Collagens,1.0,0.5,Other
F13a1,Skeletal_muscle_Soleus,Hippocampus,-1.029088070293329,0.5710777461538502,1.6001658164471793,Skeletal_muscle_Soleus,ECM Regulators,1.0,0.0,Other
LTBP4,NP,Tubulointerstitial,-0.3001581373931721,1.298802897612419,1.5989610350055912,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
TGM1,Skin dermis,Glomerular,0.7392384446696618,-0.8583798524728902,1.597618297142552,Skin dermis,ECM Regulators,0.5,0.5,Other
Col3a1,Ovary,Skeletal_muscle_EDL,0.1060918368337861,-1.491077791980398,1.5971696288141841,Ovary,Collagens,0.5,0.5,Other
SERPINF1,IAF,Tubulointerstitial,1.3283747708681823,-0.2636571175972702,1.5920318884654525,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Regulatory
Cstb,Skeletal_muscle_Soleus,Cortex,1.5666379910159625,-0.0253543589346566,1.591992349950619,Skeletal_muscle_Soleus,ECM Regulators,1.0,1.0,Other
Col1a1,Skeletal_muscle_Soleus,Skeletal_muscle_EDL,1.5507906286192616,-0.0396672122978212,1.5904578409170829,Skeletal_muscle_Soleus,Collagens,1.0,0.5,Other
NID1,OAF,Cortex,-0.4941919713094291,1.0952235343755443,1.5894155056849735,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,1.0,Other
LTBP4,OAF,Tubulointerstitial,-0.2896420042470214,1.298802897612419,1.5884449018594404,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
Fgb,Skeletal_muscle_Gastrocnemius,Cortex,-0.9471986280002724,0.6403075748993615,1.5875062028996338,Skeletal_muscle_Gastrocnemius,ECM Glycoproteins,0.5,1.0,Other
SLPI,OAF,Skin dermis,1.2841183479962457,-0.3029988066146585,1.5871171546109042,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
TGM2,Skin dermis,Glomerular,-0.3458455110748716,1.2402748381915651,1.5861203492664369,Skin dermis,ECM Regulators,0.5,0.5,Other
HRG,NP,Glomerular,1.3559895206243464,-0.2291284246213289,1.5851179452456754,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
TGM2,NP,Glomerular,-0.3420008165153061,1.2402748381915651,1.5822756547068713,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
Cstb,Lung,Skeletal_muscle_Soleus,-0.0148952130567495,1.5666379910159625,1.581533204072712,Lung,ECM Regulators,0.5,1.0,Other
Thbs4,Skeletal_muscle_Soleus,Skeletal_muscle_Gastrocnemius,1.43697710767502,-0.1440349386344326,1.5810120463094526,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,0.5,Other
Col1a1,Lung,Skeletal_muscle_Soleus,-0.0269701266414517,1.5507906286192616,1.5777607552607134,Lung,Collagens,0.5,1.0,Other
COL12A1,NP,Tubulointerstitial,-0.7407715531279458,0.8367086415261706,1.5774801946541164,Intervertebral_disc_NP,Collagens,1.0,0.5,Structural
S100A9,NP,Cortex,0.4003720258948461,-1.1766868531300605,1.5770588790249067,Intervertebral_disc_NP,Secreted Factors,1.0,1.0,Other
Igfbp6,Cortex,Hippocampus,0.3125205472148478,-1.264339177958111,1.5768597251729588,Brain_Cortex,ECM Glycoproteins,1.0,0.0,Other
SERPINB12,Skin dermis,Glomerular,0.638748268286616,-0.9376621338614968,1.5764104021481127,Skin dermis,ECM Regulators,0.5,0.5,Other
S100A6,OAF,Cortex,1.1198857008951597,-0.4560173347520247,1.5759030356471844,Intervertebral_disc_OAF,Secreted Factors,0.0,1.0,Other
Ogn,Ovary,Skeletal_muscle_Gastrocnemius,0.9903887553721196,-0.5843531201734579,1.5747418755455773,Ovary,Proteoglycans,0.5,0.5,Other
Fbln1,Ovary,Skeletal_muscle_TA,-1.424534833263253,0.1500968141552622,1.5746316474185151,Ovary,ECM Glycoproteins,0.5,0.0,Other
COL15A1,Skin dermis,Glomerular,-0.3618443702237773,1.2121423275969752,1.5739866978207524,Skin dermis,Collagens,0.5,0.5,Structural
COL12A1,NP,Glomerular,-0.7407715531279458,0.8324942039810048,1.5732657571089508,Intervertebral_disc_NP,Collagens,1.0,0.5,Structural
Sparc,Skeletal_muscle_Gastrocnemius,Cortex,-1.5707115784418346,0.0022163865645157,1.5729279650063503,Skeletal_muscle_Gastrocnemius,ECM Glycoproteins,0.5,1.0,Other
HRG,IAF,Glomerular,1.3418473676512774,-0.2291284246213289,1.5709757922726064,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
LTBP4,IAF,Glomerular,-0.7073702973084858,0.8631803568417904,1.570550654150276,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
ANXA6,Glomerular,Tubulointerstitial,0.2462376617723497,-1.3235628849173855,1.5698005466897351,Kidney_Glomerular,ECM-affiliated Proteins,0.5,0.5,Other
COL1A1,OAF,Glomerular,-0.5651885495994731,1.0045046942502915,1.5696932438497646,Intervertebral_disc_OAF,Collagens,0.0,0.5,Structural
SERPINA4,OAF,Glomerular,0.5250965451812879,-1.0431407401084116,1.5682372852896995,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
S100A8,Skin dermis,Tubulointerstitial,-0.3241323183328033,1.2425790605308265,1.5667113788636298,Skin dermis,Secreted Factors,0.5,0.5,Other
Anxa3,Lung,Ovary,0.0788317942410828,-1.486845895413214,1.5656776896542968,Lung,ECM-affiliated Proteins,0.5,0.5,Other
POSTN,OAF,Skin dermis,1.184005684135708,-0.3816131505363669,1.565618834672075,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Structural
COL6A1,Tubulointerstitial,Cortex,0.0477966946588544,-1.5156776087982655,1.56347430345712,Kidney_Tubulointerstitial,Collagens,0.5,1.0,Structural
SERPING1,Skin dermis,Glomerular,-0.3765636969794189,1.1864089013793664,1.5629725983587852,Skin dermis,ECM Regulators,0.5,0.5,Other
Col3a1,Skeletal_muscle_Gastrocnemius,Skeletal_muscle_EDL,0.0718264771336861,-1.491077791980398,1.562904269114084,Skeletal_muscle_Gastrocnemius,Collagens,0.5,0.5,Other
Vwa1,Ovary,Cortex,-0.5587235943406518,1.0033536663111622,1.5620772606518138,Ovary,ECM Glycoproteins,0.5,1.0,Other
COL4A2,NP,Cortex,0.1104184226184549,-1.450860608643871,1.5612790312623257,Intervertebral_disc_NP,Collagens,1.0,1.0,Structural
Sema7a,Lung,Hippocampus,0.7915466072938266,-0.7677671966555458,1.5593138039493724,Lung,ECM-affiliated Proteins,0.5,0.0,Other
TGM2,IAF,Glomerular,-0.3187642091672787,1.2402748381915651,1.5590390473588438,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
Anxa3,Ovary,Hippocampus,-1.486845895413214,0.0720450375033354,1.5588909329165495,Ovary,ECM-affiliated Proteins,0.5,0.0,Other
Tgfbi,Skeletal_muscle_Soleus,Skeletal_muscle_TA,1.0993312544442622,-0.4590016310800945,1.5583328855243566,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,0.0,Other
