Protein_ID,Protein_Name,Gene_Symbol,Tissue,Species,Age,Age_Unit,Abundance,Abundance_Unit,Method,Study_ID,Sample_ID,Parsing_Notes,Canonical_Gene_Symbol,Matrisome Category,Matrisome Division,Match_Level,Match_Confidence
Q14766,Latent-transforming growth factor beta-binding protein 1 {ECO:0000303|PubMed:8537398},LTBP1,Skin dermis,Homo sapiens,2,years,6.20879481663153,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LTBP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14766,Latent-transforming growth factor beta-binding protein 1 {ECO:0000303|PubMed:8537398},LTBP1,Skin dermis,Homo sapiens,14,years,7.90840527433265,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LTBP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14766,Latent-transforming growth factor beta-binding protein 1 {ECO:0000303|PubMed:8537398},LTBP1,Skin dermis,Homo sapiens,14,years,5.58349223626367,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LTBP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14766,Latent-transforming growth factor beta-binding protein 1 {ECO:0000303|PubMed:8537398},LTBP1,Skin dermis,Homo sapiens,14,years,6.94630779972631,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LTBP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14766,Latent-transforming growth factor beta-binding protein 1 {ECO:0000303|PubMed:8537398},LTBP1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LTBP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14766,Latent-transforming growth factor beta-binding protein 1 {ECO:0000303|PubMed:8537398},LTBP1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LTBP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14766,Latent-transforming growth factor beta-binding protein 1 {ECO:0000303|PubMed:8537398},LTBP1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LTBP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95428,Papilin,PAPLN,Skin dermis,Homo sapiens,2,years,6.78079511419193,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PAPLN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95428,Papilin,PAPLN,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PAPLN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95428,Papilin,PAPLN,Skin dermis,Homo sapiens,14,years,7.47734288189134,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PAPLN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95428,Papilin,PAPLN,Skin dermis,Homo sapiens,14,years,8.46144272172937,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PAPLN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95428,Papilin,PAPLN,Skin dermis,Homo sapiens,14,years,7.0539861515126,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PAPLN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95428,Papilin,PAPLN,Skin dermis,Homo sapiens,65,years,4.59868449051998,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PAPLN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95428,Papilin,PAPLN,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PAPLN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95428,Papilin,PAPLN,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",PAPLN,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P12110,Collagen alpha-2(VI) chain,COL6A2,Skin dermis,Homo sapiens,2,years,17.3620920298044,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL6A2,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P12110,Collagen alpha-2(VI) chain,COL6A2,Skin dermis,Homo sapiens,2,years,17.6710265007457,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL6A2,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P12110,Collagen alpha-2(VI) chain,COL6A2,Skin dermis,Homo sapiens,14,years,17.9903392769048,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL6A2,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P12110,Collagen alpha-2(VI) chain,COL6A2,Skin dermis,Homo sapiens,14,years,18.5110585971949,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL6A2,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P12110,Collagen alpha-2(VI) chain,COL6A2,Skin dermis,Homo sapiens,14,years,18.5999048633664,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL6A2,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P12110,Collagen alpha-2(VI) chain,COL6A2,Skin dermis,Homo sapiens,65,years,17.4911125212567,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL6A2,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P12110,Collagen alpha-2(VI) chain,COL6A2,Skin dermis,Homo sapiens,65,years,18.6922900913924,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL6A2,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P12110,Collagen alpha-2(VI) chain,COL6A2,Skin dermis,Homo sapiens,65,years,19.3197516574059,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL6A2,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P04275,von Willebrand factor,VWF,Skin dermis,Homo sapiens,2,years,8.56270210098322,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",VWF,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P04275,von Willebrand factor,VWF,Skin dermis,Homo sapiens,2,years,8.65562164164638,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",VWF,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P04275,von Willebrand factor,VWF,Skin dermis,Homo sapiens,14,years,8.35777698039728,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",VWF,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P04275,von Willebrand factor,VWF,Skin dermis,Homo sapiens,14,years,9.24879684530243,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",VWF,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P04275,von Willebrand factor,VWF,Skin dermis,Homo sapiens,14,years,8.35041016355183,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",VWF,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P04275,von Willebrand factor,VWF,Skin dermis,Homo sapiens,65,years,6.22988534757001,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",VWF,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P04275,von Willebrand factor,VWF,Skin dermis,Homo sapiens,65,years,6.62712085613832,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",VWF,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P04275,von Willebrand factor,VWF,Skin dermis,Homo sapiens,65,years,8.86898806002442,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",VWF,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q12805,EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,Skin dermis,Homo sapiens,2,years,10.7145753948992,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",EFEMP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q12805,EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,Skin dermis,Homo sapiens,2,years,10.2091675854093,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",EFEMP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q12805,EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,Skin dermis,Homo sapiens,14,years,11.6038419964672,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",EFEMP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q12805,EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,Skin dermis,Homo sapiens,14,years,11.2301379731757,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",EFEMP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q12805,EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,Skin dermis,Homo sapiens,14,years,11.9733678832293,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",EFEMP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q12805,EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,Skin dermis,Homo sapiens,65,years,13.526626025826,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",EFEMP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q12805,EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,Skin dermis,Homo sapiens,65,years,12.4445313866047,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",EFEMP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q12805,EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,Skin dermis,Homo sapiens,65,years,10.5691923027256,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",EFEMP1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q53RD9,Fibulin-7,FBLN7,Skin dermis,Homo sapiens,2,years,13.4190393352413,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FBLN7,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q53RD9,Fibulin-7,FBLN7,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FBLN7,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q53RD9,Fibulin-7,FBLN7,Skin dermis,Homo sapiens,14,years,10.5450777252281,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FBLN7,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q53RD9,Fibulin-7,FBLN7,Skin dermis,Homo sapiens,14,years,11.7443242624416,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FBLN7,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q53RD9,Fibulin-7,FBLN7,Skin dermis,Homo sapiens,14,years,14.6496937145245,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FBLN7,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q53RD9,Fibulin-7,FBLN7,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FBLN7,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q53RD9,Fibulin-7,FBLN7,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FBLN7,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q53RD9,Fibulin-7,FBLN7,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FBLN7,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O76076,CCN family member 5,WISP2,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CCN5,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O76076,CCN family member 5,WISP2,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CCN5,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
